PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR_SUM,2023,26,85.625,0.1,0.07,22.75,15.66,42.44,109.08,268.06,416.15,242.59,63.58,0.01,5.72,1186.21
PRECTOTCORR_SUM,2023,26,86.25,0.01,0.14,25.81,21.44,61.67,144.99,263.37,482,307.18,84.65,0.01,6.06,1397.33
PRECTOTCORR_SUM,2023,26,86.875,0,0.42,32.26,29.96,80.62,216.57,295.65,585.09,334.73,108.38,0.04,6.53,1690.25
PRECTOTCORR_SUM,2023,26,87.5,0,0.22,30.06,29.65,81.04,197.41,282.52,560.82,333.22,107.51,0.01,7.16,1629.62
PRECTOTCORR_SUM,2023,26,88.125,0,0.75,47.19,55.66,114.03,321.57,408.12,588.35,377.06,142.3,0.22,8.85,2064.1
PRECTOTCORR_SUM,2023,26.5,80.625,11.12,0,26.47,26.45,50.43,118.63,215.01,201.1,176.8,14.31,13.1,9.36,862.78
PRECTOTCORR_SUM,2023,26.5,81.25,6.63,0,32.46,32.5,46.2,95.56,232.08,236.74,170.53,23.9,8.57,8.05,893.22
PRECTOTCORR_SUM,2023,26.5,81.875,3.35,0.01,37.22,27.54,43.27,80.77,235.22,291.89,126.9,40.9,4.97,5.18,897.22
PRECTOTCORR_SUM,2023,26.5,82.5,4.76,0,36.35,32.89,45.04,84.87,237.84,256.67,153.91,33.34,6.43,6.73,898.83
PRECTOTCORR_SUM,2023,26.5,83.125,2.3,0.05,37.2,21.66,40.96,73.08,232.37,319.7,108.79,49.92,3.3,4.27,893.6
PRECTOTCORR_SUM,2023,26.5,83.75,0.98,0.16,28.16,12.59,36.49,59.15,214.53,357.96,92.92,58.97,1.3,3.47,866.68
PRECTOTCORR_SUM,2023,26.5,84.375,0.49,0.27,20.14,11.8,38.31,51.66,192.04,375.21,101.89,65.28,0.37,3.18,860.64
PRECTOTCORR_SUM,2023,26.5,85,0.23,0.31,23.04,12.27,44.58,73.28,237.75,427.96,145.05,62.8,0.05,3.26,1030.58
PRECTOTCORR_SUM,2023,26.5,85.625,0.06,0.47,28.51,18.28,60.45,113.66,321.79,445.07,214.34,54.52,0,4.15,1261.3
PRECTOTCORR_SUM,2023,26.5,86.25,0,0.99,29.72,29.09,84.35,148.32,308.31,443.44,249.6,57.18,0.07,4.95,1356.02
PRECTOTCORR_SUM,2023,26.5,86.875,0,3.13,35.15,44.94,107.7,222,314.99,528.7,255.74,81.21,0.32,5.1,1598.98
PRECTOTCORR_SUM,2023,26.5,87.5,0,1.89,34.15,42.61,106.64,220.69,328.55,527.56,261.25,77.06,0.17,5.37,1605.94
PRECTOTCORR_SUM,2023,26.5,88.125,0.05,5.08,58.6,73.11,139.23,404.8,498.09,630.48,312.54,132.09,0.43,5.39,2259.89
PRECTOTCORR_SUM,2023,27,80.625,14.08,0,29.77,26.18,51.42,88.57,232.22,209.14,191.48,17.92,6.87,9.1,876.75
PRECTOTCORR_SUM,2023,27,81.25,7.92,0,34.39,33.2,53.71,74.95,257.16,260.7,192.25,25.91,5.23,7.66,953.08
PRECTOTCORR_SUM,2023,27,81.875,3.72,0.24,41.83,25.23,54.6,81.53,277.79,342.62,157.2,46.46,3.36,4.69,1039.27
PRECTOTCORR_SUM,2023,27,82.5,5.44,0.01,38.29,32.12,55.29,72.6,266.42,294.94,178.87,34.22,4.09,6.05,988.34
PRECTOTCORR_SUM,2023,27,83.125,2.26,0.54,41.2,20.83,53.27,83.27,287.18,388.82,137.76,58.26,2.26,3.44,1079.09
PRECTOTCORR_SUM,2023,27,83.75,0.51,1.49,33.99,19.84,53.55,77.57,312.05,451.66,121.07,79.83,1,2.17,1154.73
PRECTOTCORR_SUM,2023,27,84.375,0.1,2.13,31.41,20.02,57.5,70.7,319.99,466.62,117.84,85.38,0.37,1.85,1173.91
PRECTOTCORR_SUM,2023,27,85,0.06,1.72,34.65,20.49,62.23,86.4,331.53,458.09,140.71,71.26,0.07,2.34,1209.55
PRECTOTCORR_SUM,2023,27,85.625,0.01,1.49,38.25,27.7,74.32,127.18,367.55,425.41,181.6,52.21,0.02,3.54,1299.28
PRECTOTCORR_SUM,2023,27,86.25,0,2.89,39.77,37.74,92.36,157.2,341.25,372.89,184.55,43.06,0.24,4.5,1276.45
PRECTOTCORR_SUM,2023,27,86.875,0.03,8.07,47.54,57.64,114.55,213.49,298.74,393.02,173.61,58.34,0.85,5.51,1371.39
PRECTOTCORR_SUM,2023,27,87.5,0,6.32,45.65,55.9,114.93,226.45,333.25,419.68,177.39,61.75,0.64,4.72,1446.68
PRECTOTCORR_SUM,2023,27,88.125,0.18,14.04,80.17,95.53,151.59,422.5,487.42,569,233.21,121.79,0.97,5.01,2181.41
PRECTOTCORR_SUM,2023,27.5,80.625,17.25,0.01,45.15,18.71,55.13,84.25,245.14,235.78,196.86,19.31,4.31,6.39,928.29
PRECTOTCORR_SUM,2023,27.5,81.25,10.57,0,46.55,28.89,64.29,75.64,275.76,297.73,198.14,27.42,3.17,5.97,1034.13
PRECTOTCORR_SUM,2023,27.5,81.875,5.96,1,49.09,30.08,69.85,131.81,297.09,378.17,184.89,57.38,2.29,4.21,1211.82
PRECTOTCORR_SUM,2023,27.5,82.5,7.83,0.08,48.16,30.57,67.84,81.08,291.31,339.83,189.99,36.54,2.51,4.94,1100.68
PRECTOTCORR_SUM,2023,27.5,83.125,3.95,2.15,50.52,28.29,71.45,141.93,331.96,425.34,173.62,80.19,1.69,3.13,1314.22
PRECTOTCORR_SUM,2023,27.5,83.75,0.89,5.7,55.65,29.51,82.57,141.79,429.07,490.41,171.22,123.76,0.94,1.95,1533.46
PRECTOTCORR_SUM,2023,27.5,84.375,0.03,7.32,56.85,33.9,93.53,130.75,465.41,511.26,166.51,123.65,0.42,1.65,1591.28
PRECTOTCORR_SUM,2023,27.5,85,0,4.96,50.42,35.88,87.25,122.14,399.75,437.9,161.73,86.69,0.11,2.34,1389.17
PRECTOTCORR_SUM,2023,27.5,85.625,0,2.98,43.54,36.17,77.45,128.11,349.79,359.95,156.47,50.63,0.04,3.49,1208.62
PRECTOTCORR_SUM,2023,27.5,86.25,0,4.19,42.23,37.65,76.9,137.34,313.13,308.27,130.57,31.96,0.34,4.43,1087.01
PRECTOTCORR_SUM,2023,27.5,86.875,0.06,10.07,51.47,52.99,89.98,165.39,257.11,285,108.65,37.32,1.03,7.35,1066.42
PRECTOTCORR_SUM,2023,27.5,87.5,0.05,10.38,52.2,56.29,94.38,187.44,272.96,311.07,112.02,44.05,1.05,5.81,1147.7
PRECTOTCORR_SUM,2023,27.5,88.125,0.29,19.62,90.06,98.83,130.85,319.05,363.43,415.51,153.76,90.26,1.39,7.28,1690.33
PRECTOTCORR_SUM,2023,28,80.625,20.89,0.09,54.81,25.35,56.29,109.12,280.18,300.89,196.75,16.67,3.31,4.67,1069.02
PRECTOTCORR_SUM,2023,28,81.25,15.75,0.01,50.92,35.43,63.05,115.59,287.6,374.61,186.02,25.58,2.09,4.56,1161.21
PRECTOTCORR_SUM,2023,28,81.875,11.46,2.27,53.44,37.31,74.78,147.87,334.21,429.7,184.62,59.43,1.46,3.78,1340.33
PRECTOTCORR_SUM,2023,28,82.5,13.4,0.32,50.46,38.22,66.52,134.59,292.46,411.41,179.71,36.85,1.55,4.08,1229.57
PRECTOTCORR_SUM,2023,28,83.125,8.53,5.06,58.01,37.35,83.37,159.96,401.6,468,188.09,93.65,1.18,3.05,1507.85
PRECTOTCORR_SUM,2023,28,83.75,2.86,12.25,71.67,43.92,113.28,188.33,546.43,540.32,212.03,156.3,0.82,2.12,1890.33
PRECTOTCORR_SUM,2023,28,84.375,0.29,13.97,75.68,51.29,132.22,185.32,543.85,525.77,206.24,154.6,0.44,2.13,1891.8
PRECTOTCORR_SUM,2023,28,85,0.02,8.71,59.44,46.9,106.29,139.82,383.46,380.56,167.78,96.69,0.14,3.2,1393.01
PRECTOTCORR_SUM,2023,28,85.625,0.01,4.32,40.32,35.64,69.89,103.36,273.82,275.31,123.91,46.84,0.06,4,977.48
PRECTOTCORR_SUM,2023,28,86.25,0.03,3.68,32.02,26.74,50.05,85.32,231.72,234.68,80.74,21.59,0.26,4.57,771.4
PRECTOTCORR_SUM,2023,28,86.875,0.07,7.24,37.06,32.71,51.17,91.34,199.84,214.12,59.62,19.14,0.74,7.33,720.38
PRECTOTCORR_SUM,2023,28,87.5,0.09,9.19,41.25,38.86,56.24,106.58,193.93,220.7,59.65,24.2,0.92,7.57,759.18
PRECTOTCORR_SUM,2023,28,88.125,0.26,15.42,68.89,67.17,78.57,161.03,229.04,255.39,78.35,45.89,1.32,8.46,1009.79
PRECTOTCORR_SUM,2023,28.5,80.625,25.01,0.36,62.76,34.58,55.15,144.69,316.8,350.05,187.27,14.64,2.64,4.02,1197.97
PRECTOTCORR_SUM,2023,28.5,81.25,22.74,0.22,51.95,39.89,51.98,134.56,296.07,420.39,159.42,22.92,1.49,3.95,1205.58
PRECTOTCORR_SUM,2023,28.5,81.875,19.69,3.72,52.35,40.72,66.11,148.13,333.92,449.62,158.11,53.39,0.9,3.6,1330.26
PRECTOTCORR_SUM,2023,28.5,82.5,21.27,0.94,49.37,41.29,54.4,136.43,298.21,444.12,150.24,34.96,0.96,3.74,1235.93
PRECTOTCORR_SUM,2023,28.5,83.125,15.61,7.95,58.65,41.84,82.35,159.9,410.7,473.44,171.5,90.02,0.77,3.13,1515.86
PRECTOTCORR_SUM,2023,28.5,83.75,6.54,15.97,74.63,50.47,121.03,192.47,529.16,511.61,200.73,148.04,0.66,2.54,1853.85
PRECTOTCORR_SUM,2023,28.5,84.375,1.32,16.39,77.52,54.82,135.29,175.33,471.65,444.74,182.5,141.83,0.44,3.68,1705.51
PRECTOTCORR_SUM,2023,28.5,85,0.14,10.32,58.53,44.31,101.15,117.68,306.05,301.94,133.13,86.48,0.16,5.77,1165.66
PRECTOTCORR_SUM,2023,28.5,85.625,0.01,5.01,34.6,27.58,57.11,70.79,209.47,214.03,85.05,40.02,0.05,5.31,749.03
PRECTOTCORR_SUM,2023,28.5,86.25,0.04,2.63,20.09,14.41,30.64,41.83,172.25,179.45,43.68,14.49,0.13,4.89,524.53
PRECTOTCORR_SUM,2023,28.5,86.875,0.07,3.55,19.47,13.23,24.6,38.08,161.63,168.35,27.2,8.36,0.38,5.89,470.81
PRECTOTCORR_SUM,2023,28.5,87.5,0.09,4.97,22.89,17.51,27.11,42.87,154.45,165.82,26.13,10.43,0.5,7.21,479.98
PRECTOTCORR_SUM,2023,28.5,88.125,0.16,7.72,36.92,29.76,35.52,66.38,177.54,177.72,34.92,17.57,0.88,7.84,592.93
PRECTOTCORR_SUM,2023,29,80.625,27.86,0.57,68.46,36.01,60.03,138.23,310.99,306.01,162.19,14.51,2.3,4.07,1131.23
PRECTOTCORR_SUM,2023,29,81.25,28.11,0.48,50.5,36.98,48.36,123.04,244.11,332.81,120.71,20.54,1.29,4.01,1010.94
PRECTOTCORR_SUM,2023,29,81.875,26.15,3.9,46.66,36.42,53.11,122.35,248.66,349.85,111.52,41.87,0.64,3.84,1044.97
PRECTOTCORR_SUM,2023,29,82.5,27.51,1.66,45.09,36.99,48.13,116.67,231.29,339.86,107.38,31.26,0.74,3.9,990.48
PRECTOTCORR_SUM,2023,29,83.125,21.01,8.23,52.7,37.62,68.62,132.18,300.86,361.19,123.09,70.13,0.57,3.49,1179.69
PRECTOTCORR_SUM,2023,29,83.75,9.99,14.07,65.86,43.92,96.65,138.28,357.34,359.61,137.39,105.17,0.51,3.15,1331.94
PRECTOTCORR_SUM,2023,29,84.375,3.23,14.08,67.4,46.48,108.01,121.08,320.46,313.55,125.64,101.27,0.37,5.04,1226.61
PRECTOTCORR_SUM,2023,29,85,0.69,9.8,52.3,36.64,84.59,86.83,239.29,246.85,95.19,67.98,0.16,7.41,927.73
PRECTOTCORR_SUM,2023,29,85.625,0.09,5.14,30.54,20.24,46.98,49.83,185.48,193.51,58.17,33.77,0.04,6.26,630.05
PRECTOTCORR_SUM,2023,29,86.25,0.05,2.06,14.06,7.61,22.06,23.46,159.14,160.72,25.99,11.2,0.04,5.31,431.7
PRECTOTCORR_SUM,2023,29,86.875,0.05,1.41,9.76,4.16,14.69,18.59,158.28,149.82,14.47,4.07,0.18,5.89,381.37
PRECTOTCORR_SUM,2023,29,87.5,0.05,2.01,11.54,5.78,15.52,20.66,157.3,150.43,14.35,4.63,0.23,6.22,388.72
PRECTOTCORR_SUM,2023,29,88.125,0.06,2.86,16.75,9.79,17.27,38.12,189.97,160.21,21.31,6.84,0.47,7.46,471.11
PRECTOTCORR_SUM,2023,29.5,80.625,26.57,0.61,72.34,35.87,62.99,98.56,236.32,202.01,117.45,13.99,2.25,4.61,873.57
PRECTOTCORR_SUM,2023,29.5,81.25,28.07,0.55,51.6,32.72,49.45,89.36,166.6,202.25,81.15,17.85,1.35,4.85,725.8
PRECTOTCORR_SUM,2023,29.5,81.875,26.36,2.93,42.48,29.39,43.51,79.75,139.11,199.98,64.58,28.8,0.67,4.65,662.21
PRECTOTCORR_SUM,2023,29.5,82.5,27.93,1.83,44.04,31.29,46.04,83.08,145.18,202.89,67.88,25.64,0.82,4.94,681.56
PRECTOTCORR_SUM,2023,29.5,83.125,21.32,6.38,46.58,29.53,51.69,80.89,163.23,207.2,69.13,46.03,0.52,4.35,726.85
PRECTOTCORR_SUM,2023,29.5,83.75,12.17,10.75,57.71,34.78,69.88,81.37,203.56,222.96,80.49,67.68,0.42,4.01,845.78
PRECTOTCORR_SUM,2023,29.5,84.375,5.61,11.57,59.72,38.96,85.1,84.38,228.07,241.93,88.36,73.02,0.31,4.24,921.27
PRECTOTCORR_SUM,2023,29.5,85,1.82,8.9,47.23,31.32,72.81,69.72,215.59,233.96,75.42,55.88,0.15,5.48,818.28
PRECTOTCORR_SUM,2023,29.5,85.625,0.3,4.98,28.12,16.42,41.48,40.63,186.31,196.11,45.86,29.96,0.03,5.78,595.98
PRECTOTCORR_SUM,2023,29.5,86.25,0.05,1.76,12.57,5.38,19.19,19.27,166.53,160.78,20.73,9.99,0.01,5.7,421.96
PRECTOTCORR_SUM,2023,29.5,86.875,0.05,0.63,7.7,2.35,12.59,17.26,171.85,149.35,13.41,2.83,0.07,6.27,384.36
PRECTOTCORR_SUM,2023,29.5,87.5,0.04,0.74,8.14,2.67,12.57,18.92,174.26,149.72,13.5,2.75,0.13,6.47,389.91
PRECTOTCORR_SUM,2023,29.5,88.125,0.01,0.79,9.45,3.49,11.51,33.75,212.69,158.02,19.46,3.1,0.21,7.56,460.04
PRECTOTCORR_SUM,2023,30,80.625,22.05,0.85,68.91,38.21,59.19,53.35,145.91,113.74,68.23,11.99,2.13,5.25,589.81
PRECTOTCORR_SUM,2023,30,81.25,23.53,0.51,50.94,30.58,47.5,52.19,105.21,115.21,49.05,14.56,1.43,7.1,497.81
PRECTOTCORR_SUM,2023,30,81.875,23.13,2.24,42.07,25.2,41.19,49.29,86.25,117.97,39.69,21.7,0.79,6.82,456.34
PRECTOTCORR_SUM,2023,30,82.5,23.56,1.51,43.51,26.95,42.32,50.27,88.53,116.96,40.72,19.33,0.94,7.92,462.52
PRECTOTCORR_SUM,2023,30,83.125,19.59,5.03,44.64,24.27,44.17,48.3,95.51,127.03,40.8,32.68,0.58,6.78,489.38
PRECTOTCORR_SUM,2023,30,83.75,13.74,9.1,56.28,30.21,57.02,55.85,135.64,164.83,53.55,50.29,0.4,6.77,633.68
PRECTOTCORR_SUM,2023,30,84.375,7.7,10.13,56.78,33.83,69.01,64.13,179.11,209.63,66.26,57.32,0.26,4.8,758.96
PRECTOTCORR_SUM,2023,30,85,3.09,8.02,43.83,27.07,61.21,57.04,194.86,221.8,60.95,46.7,0.13,4.64,729.34
PRECTOTCORR_SUM,2023,30,85.625,0.63,4.5,26.53,14.23,37.03,35.26,182.09,191.8,38.62,27.17,0.03,5.45,563.34
PRECTOTCORR_SUM,2023,30,86.25,0.05,1.38,12.69,5.05,18.26,19.6,168.77,156.46,19.82,9.92,0,6.06,418.06
PRECTOTCORR_SUM,2023,30,86.875,0.02,0.32,9.29,2.94,12.11,19.84,176.79,144.67,15.21,2.49,0.05,6.65,390.38
PRECTOTCORR_SUM,2023,30,87.5,0.02,0.24,9.17,2.93,11.82,22.36,183.47,145.03,15.88,2.29,0.07,6.87,400.15
PRECTOTCORR_SUM,2023,30,88.125,0,0.15,9.98,3.38,9.88,34.78,216.02,150.62,20.49,1.97,0.09,7.7,455.06
PRECTOTCORR_SUM,2024,26,80.625,4.86,24.07,24.16,1.18,0.63,51.41,165.32,249.52,145.6,3.91,0,7.97,678.63
PRECTOTCORR_SUM,2024,26,81.25,5.06,23.54,20.03,0.37,1.33,50.42,208.69,249.26,158.73,3.66,0,5.15,726.24
PRECTOTCORR_SUM,2024,26,81.875,5.17,23.91,19.09,0.05,2.79,47.53,317.5,252.17,190.01,3.15,0,2.16,863.53
PRECTOTCORR_SUM,2024,26,82.5,5.29,24.17,19.02,0.11,1.73,55.26,261.31,257.18,175.03,3.43,0,3.45,805.98
PRECTOTCORR_SUM,2024,26,83.125,4.67,22.85,18.83,0.12,4.8,43.06,351.36,252.34,208.43,2.93,0,0.97,910.36
PRECTOTCORR_SUM,2024,26,83.75,2.49,18.48,20.04,0.47,12.33,38.52,330.01,246.82,221.74,2.1,0,0.27,893.27
PRECTOTCORR_SUM,2024,26,84.375,0.7,14.98,24.61,0.57,32.54,51.67,250.65,229.78,188.68,2.48,0,0.05,796.71
PRECTOTCORR_SUM,2024,26,85,0.21,12.16,30.78,0.52,67.77,69,201.15,248.1,182.5,5.15,0,0,817.34
PRECTOTCORR_SUM,2024,26,85.625,0.06,8.12,33.79,1.34,88.61,92.08,199.85,313.2,235.67,14.59,0.06,0,987.37
PRECTOTCORR_SUM,2024,26,86.25,0.01,5.29,39.83,5.44,130.72,150.14,245.27,352.63,292.8,33.05,0.28,0,1255.46
PRECTOTCORR_SUM,2024,26,86.875,0.05,4.06,56.95,11.19,161.81,254.87,337.03,324.55,358.31,51.76,0.38,0,1560.96
PRECTOTCORR_SUM,2024,26,87.5,0.03,3.76,55.33,9.43,171.36,238.41,335.47,324.83,348.35,47.52,0.47,0,1534.96
PRECTOTCORR_SUM,2024,26,88.125,1.42,3.73,82.39,8.96,193.35,444.3,486.99,307.73,452.47,74.16,1.8,0.01,2057.31
PRECTOTCORR_SUM,2024,26.5,80.625,4.88,20.46,23.73,0.89,0.72,75.25,192.08,274.94,170.04,6.63,0,3.99,773.61
PRECTOTCORR_SUM,2024,26.5,81.25,4.32,17.94,21.51,0.31,2.31,109.5,274.68,245.38,199.34,4.75,0,2.65,882.69
PRECTOTCORR_SUM,2024,26.5,81.875,3.55,16.76,22.71,0.08,5.89,82.51,395.5,221.53,233.74,2.55,0,1.07,985.89
PRECTOTCORR_SUM,2024,26.5,82.5,3.95,17.5,21.45,0.11,3.58,124.85,346.08,236.67,218.94,3.43,0,1.73,978.29
PRECTOTCORR_SUM,2024,26.5,83.125,2.9,15.6,23.71,0.07,8.41,64.03,433.87,216.71,251.88,2.13,0,0.43,1019.74
PRECTOTCORR_SUM,2024,26.5,83.75,1.17,12.33,27.29,0.12,17.68,58.37,414.34,214.04,262.59,2.83,0.01,0.1,1010.87
PRECTOTCORR_SUM,2024,26.5,84.375,0.16,9.84,33.59,0.18,44.11,89.13,343.43,233.96,237.04,5.67,0.01,0.02,997.14
PRECTOTCORR_SUM,2024,26.5,85,0.02,7.51,40.68,0.68,83.35,114.79,286.23,275.44,231.34,8.69,0.02,0,1048.75
PRECTOTCORR_SUM,2024,26.5,85.625,0.01,4.91,42.66,3.18,102.9,162.35,279.22,337.23,262.45,16.91,0.18,0,1212
PRECTOTCORR_SUM,2024,26.5,86.25,0.04,3.22,49.94,8.98,117.28,275.52,307.23,350.52,305.21,34.28,0.39,0,1452.61
PRECTOTCORR_SUM,2024,26.5,86.875,0.45,3.12,70.42,19.08,175.27,411.98,384.36,321.57,397.82,57.48,0.45,0.03,1842.03
PRECTOTCORR_SUM,2024,26.5,87.5,0.18,2.59,69.11,16.29,154.8,421.3,394.66,315.58,379.47,54.56,0.6,0.01,1809.15
PRECTOTCORR_SUM,2024,26.5,88.125,1.15,3.62,95.55,20.68,213.19,656.38,594.59,334.74,543.43,90.72,2.77,0.17,2556.99
PRECTOTCORR_SUM,2024,27,80.625,3.63,15.94,20.44,0.49,2.57,117.9,267.13,281.68,201.14,6.12,0,2.44,919.48
PRECTOTCORR_SUM,2024,27,81.25,3.1,13.56,22.28,0.14,6.21,187.17,427.59,257.81,240.48,4.14,0,1.49,1163.97
PRECTOTCORR_SUM,2024,27,81.875,2.22,12.07,25.95,0.12,14.45,140.17,575.83,234.08,282.19,2.95,0.01,0.55,1290.59
PRECTOTCORR_SUM,2024,27,82.5,2.53,12.77,23.87,0.07,9.07,205.46,530.15,244.56,261.31,2.57,0,0.89,1293.25
PRECTOTCORR_SUM,2024,27,83.125,1.61,10.91,28.22,0.15,19.19,106.13,607.21,227.43,304.02,3.78,0.03,0.19,1308.87
PRECTOTCORR_SUM,2024,27,83.75,0.46,8.41,33.65,0.26,33.48,123.85,587.68,232.54,326.82,10.05,0.08,0.02,1357.3
PRECTOTCORR_SUM,2024,27,84.375,0.01,6.52,40.94,0.39,58.34,165.4,512.3,252.72,307.6,17.85,0.08,0,1362.15
PRECTOTCORR_SUM,2024,27,85,0,4.69,47.01,1.44,86.83,204.36,405.67,285.21,297.01,18.97,0.09,0,1351.28
PRECTOTCORR_SUM,2024,27,85.625,0,3.17,46.83,5.44,107.03,308.7,371.3,334.37,301.71,23.13,0.39,0,1502.07
PRECTOTCORR_SUM,2024,27,86.25,0.23,2.52,52.72,12.19,119.92,478.03,375.2,329.4,312.72,38.13,0.65,0,1721.71
PRECTOTCORR_SUM,2024,27,86.875,1.26,3.96,72.58,25.57,139.35,584.39,400.58,282.26,384.27,61.68,0.57,0.12,1956.59
PRECTOTCORR_SUM,2024,27,87.5,0.87,3.16,73.84,23.2,154.31,630.61,432.27,289.05,398.71,62.64,0.72,0.07,2069.45
PRECTOTCORR_SUM,2024,27,88.125,2.45,6.71,95.82,36.53,192.57,768.16,621.98,343.02,583.76,107.18,2.08,0.66,2760.92
PRECTOTCORR_SUM,2024,27.5,80.625,1.73,13.36,20.05,0.7,7.31,92.33,355.34,255.13,202.21,3.11,0,2.09,953.36
PRECTOTCORR_SUM,2024,27.5,81.25,1.55,11.39,24.85,0.09,12.9,109.12,516.55,254.22,246.48,2.05,0,1.23,1180.43
PRECTOTCORR_SUM,2024,27.5,81.875,1.17,9.94,29.57,0.2,27.42,148.81,651.89,261.51,301.36,5.51,0.05,0.48,1437.91
PRECTOTCORR_SUM,2024,27.5,82.5,1.22,10.59,27.54,0.07,18.17,117.86,618.64,253.69,274.93,1.64,0,0.77,1325.12
PRECTOTCORR_SUM,2024,27.5,83.125,0.83,8.81,32.16,0.32,37.39,156.98,703.23,262.4,329.14,10.87,0.11,0.2,1542.44
PRECTOTCORR_SUM,2024,27.5,83.75,0.22,6.61,37.12,0.6,65.15,237.17,773.84,269.29,359.59,30.65,0.29,0.01,1780.54
PRECTOTCORR_SUM,2024,27.5,84.375,0,5.08,43.33,0.92,90.55,295.89,687.71,271.59,361.93,42.85,0.36,0,1800.21
PRECTOTCORR_SUM,2024,27.5,85,0,3.62,46.28,2.1,91.35,312.99,499.2,270.02,366.23,32.04,0.34,0,1624.17
PRECTOTCORR_SUM,2024,27.5,85.625,0,2.47,42.35,5.96,90.48,388.43,398.96,289.36,345.28,24.07,0.67,0,1588.03
PRECTOTCORR_SUM,2024,27.5,86.25,0.4,2.61,43.09,12.36,93,521.69,372.52,286.87,306.89,31.23,1.04,0,1671.7
PRECTOTCORR_SUM,2024,27.5,86.875,1.71,4.84,56.66,23.86,103.88,582.19,353.26,236.18,315.03,48.83,0.98,0.2,1727.62
PRECTOTCORR_SUM,2024,27.5,87.5,1.74,4.76,60.7,25.58,108.13,605,380.11,243.49,351.3,53.88,0.96,0.18,1835.83
PRECTOTCORR_SUM,2024,27.5,88.125,3.8,9.82,77.91,40.98,143.27,612.38,473.29,292.18,461.99,93.54,1.34,1.15,2211.65
PRECTOTCORR_SUM,2024,28,80.625,0.79,13.06,25.15,1.1,16.84,82.26,414.34,253.01,213.4,1.45,0,3.29,1024.69
PRECTOTCORR_SUM,2024,28,81.25,0.68,11.01,29.85,0.19,24.56,90.92,477.61,261.32,244.01,1.62,0,1.83,1143.6
PRECTOTCORR_SUM,2024,28,81.875,0.54,9.61,33.65,0.34,41.53,153.89,630.42,276.72,288.49,10.83,0.09,0.68,1446.79
PRECTOTCORR_SUM,2024,28,82.5,0.53,10.19,32.29,0.18,31.62,105.9,534.23,269.68,270.44,3.23,0.01,1.08,1259.38
PRECTOTCORR_SUM,2024,28,83.125,0.39,8.46,35.47,0.57,59.41,216.81,734.13,280.67,318.53,23.5,0.23,0.34,1678.51
PRECTOTCORR_SUM,2024,28,83.75,0.13,6.08,38.01,0.99,109.83,378.28,907.99,276.71,363.54,59.62,0.64,0.05,2141.87
PRECTOTCORR_SUM,2024,28,84.375,0.01,4.46,40.33,1.43,134.86,435.12,807.61,256.27,390.41,70.67,0.8,0,2141.97
PRECTOTCORR_SUM,2024,28,85,0,3.14,38.77,2.21,99.43,352.87,523.08,224.62,375.41,42.68,0.73,0,1662.94
PRECTOTCORR_SUM,2024,28,85.625,0.03,2.23,31.76,4.38,65.47,282.07,348.51,218.41,312.1,21.06,0.95,0,1286.97
PRECTOTCORR_SUM,2024,28,86.25,0.4,2.47,27.48,7.98,55.04,297.59,284.45,217.62,245.58,18.31,1.32,0,1158.24
PRECTOTCORR_SUM,2024,28,86.875,1.4,4.31,33.66,14.34,55.08,330.65,257.3,189.59,211.84,26.4,1.53,0.16,1126.26
PRECTOTCORR_SUM,2024,28,87.5,1.79,5.04,37.27,18.18,58.9,321.4,257.59,182.93,227.66,32.02,1.4,0.24,1144.42
PRECTOTCORR_SUM,2024,28,88.125,3.35,8.98,48.96,28.64,81.63,310.21,270.98,202.16,260.9,53.59,1.74,1.03,1272.17
PRECTOTCORR_SUM,2024,28.5,80.625,2.52,12.35,33.55,1.04,29.1,73.45,431.37,263.95,250.84,1.11,0,7.58,1106.86
PRECTOTCORR_SUM,2024,28.5,81.25,0.88,11.21,35.11,0.44,35.77,84.36,426.73,266.2,250.97,2.7,0,3.74,1118.11
PRECTOTCORR_SUM,2024,28.5,81.875,0.32,10.2,36.86,0.68,49.52,156.09,540.8,273.96,264,15.31,0.12,1.14,1349
PRECTOTCORR_SUM,2024,28.5,82.5,0.42,10.49,36.13,0.48,41.23,108.73,466.53,271.98,261.41,6.36,0.04,1.86,1205.66
PRECTOTCORR_SUM,2024,28.5,83.125,0.24,8.92,37.53,0.93,71.17,247.61,668.97,270.13,282.91,32.71,0.32,0.53,1621.97
PRECTOTCORR_SUM,2024,28.5,83.75,0.11,6.09,36.38,1.26,124.4,422.62,835.57,243.37,307,70.52,0.83,0.12,2048.27
PRECTOTCORR_SUM,2024,28.5,84.375,0.01,3.97,33.37,1.54,140.03,440.92,714.75,204.5,311.23,75.23,1.12,0.01,1926.68
PRECTOTCORR_SUM,2024,28.5,85,0,2.77,28.3,1.84,94.49,313.03,453.62,172.63,267.9,44.61,1.12,0,1380.31
PRECTOTCORR_SUM,2024,28.5,85.625,0.04,2.02,20.39,2.46,48.57,188.39,289.6,165.47,200.54,19.31,1.3,0,938.09
PRECTOTCORR_SUM,2024,28.5,86.25,0.25,2.12,14.57,3.39,28.33,125.26,204.86,161.9,143.68,9.73,1.64,0,695.73
