latitude,longitude,k
26.46,88.01,277.13718
26.46,88.02,231.28633
26.46,88.03,222.78798
26.46,88.04,211.2214
26.46,88.05,215.53813
26.46,88.06,204.47633
26.46,88.07000000000001,206.60568
26.46,88.08,179.88673
26.46,88.09,176.2002
26.46,88.10000000000001,183.4904
26.47,86.62,97.3486
26.47,86.63,102.431915
26.47,86.64,104.314766
26.47,86.65,115.90013
26.47,86.66,106.76956
26.47,86.67,102.81348
26.47,86.68,97.02896
26.47,86.69,102.55382
26.47,86.7,95.737114
26.47,86.71000000000001,88.45269
26.47,86.72,120.904526
26.47,86.73,102.2226
26.47,86.74,94.99273
26.47,86.75,137.01631
26.47,86.76,117.803246
26.47,86.77,116.667404
26.47,86.78,130.22052
26.47,86.79,135.0289
26.47,86.8,117.90934
26.47,86.81,148.91304
26.47,86.82000000000001,142.10052
26.47,86.83,150.6577
26.47,86.87,165.1958
26.47,86.88,177.41208
26.47,87.08,138.49997
26.47,87.09,130.61111
26.47,87.10000000000001,128.86449
26.47,87.11,129.26256
26.47,87.12,137.14261
26.47,87.13,126.041275
26.47,87.14,120.8173
26.47,87.15,122.19249
26.47,87.16,120.39367
26.47,87.17,116.523285
26.47,87.18,111.87131
26.47,87.19,122.197365
26.47,87.2,129.8425
26.47,87.21000000000001,137.28796
26.47,87.22,135.18979
26.47,87.23,133.3118
26.47,87.24,133.43452
26.47,87.25,131.0306
26.47,87.26,128.00119
26.47,87.27,151.53952
26.47,87.28,137.83276
26.47,87.29,138.49818
26.47,87.3,130.01555
26.47,87.31,134.23366
26.47,87.32000000000001,144.02151
26.47,87.33,143.72736
26.47,87.34,138.84229
26.47,87.35000000000001,147.39699
26.47,87.36,146.9666
26.47,87.37,145.73851
26.47,87.38,145.06732
26.47,87.39,134.81003
26.47,87.4,137.9777
26.47,87.41,137.95235
26.47,87.42,139.1714
26.47,87.43,147.71416
26.47,87.44,151.01138
26.47,87.45,159.71162
26.47,87.46000000000001,169.4401
26.47,87.47,207.60905
26.47,87.48,201.42426
26.47,87.49,208.89236
26.47,87.5,225.50687
26.47,87.51,239.02623
26.47,87.52,184.96437
26.47,87.53,192.20071
26.47,87.54,190.20532
26.47,87.55,208.76051
26.47,87.56,230.17427
26.47,87.57000000000001,242.18228
26.47,87.58,267.16107
26.47,87.59,190.71478
26.47,87.60000000000001,150.41151
26.47,87.61,149.68007
26.47,87.62,153.54654
26.47,87.63,137.23825
26.47,87.64,146.68542
26.47,87.65,143.71883
26.47,87.66,134.4954
26.47,87.67,132.76744
26.47,87.68,150.42126
26.47,87.69,117.43894
26.47,87.7,128.51405
26.47,87.71000000000001,117.18839
26.47,87.72,113.22888
26.47,87.73,110.6868
26.47,87.74,111.74644
26.47,87.75,132.88483
26.47,87.76,135.77396
26.47,87.77,132.91324
26.47,87.78,141.58243
26.47,87.79,144.59
26.47,87.8,165.05904
26.47,87.81,179.8663
26.47,87.82000000000001,231.51505
26.47,87.83,267.45996
26.47,87.84,299.7205
26.47,87.85000000000001,358.8774
26.47,87.86,368.21506
26.47,87.87,358.27225
26.47,87.88,354.61206
26.47,87.9,378.33624
26.47,87.91,358.24167
26.47,87.92,336.81625
26.47,87.93,280.19675
26.47,87.94,252.91205
26.47,87.95,278.60358
26.47,88.0,283.5445
26.47,88.01,280.43463
26.47,88.03,241.11205
26.47,88.04,230.84518
26.47,88.05,202.16908
26.47,88.06,206.2299
26.47,88.07000000000001,199.02153
26.47,88.08,184.62978
26.47,88.09,182.43132
26.47,88.10000000000001,178.01971
26.48,86.60000000000001,103.71917
26.48,86.61,108.840645
26.48,86.62,99.05708
26.48,86.63,100.4461
26.48,86.64,99.120895
26.48,86.65,105.180084
26.48,86.66,116.14631
26.48,86.67,113.69376
26.48,86.68,105.95312
26.48,86.69,98.961334
26.48,86.7,93.65604
26.48,86.71000000000001,93.0635
26.48,86.72,103.07942
26.48,86.73,90.86258
26.48,86.74,110.589035
26.48,86.75,100.706055
26.48,86.76,109.05147
26.48,86.77,129.59941
26.48,86.78,138.9647
26.48,86.79,123.37388
26.48,86.8,135.78195
26.48,86.81,139.60648
26.48,86.82000000000001,141.19647
26.48,86.83,163.9499
26.48,86.84,174.68141
26.48,87.08,129.44215
26.48,87.09,136.67084
26.48,87.10000000000001,129.76132
26.48,87.11,130.89388
26.48,87.12,129.48332
26.48,87.13,130.95096
26.48,87.14,123.32683
26.48,87.15,128.29417
26.48,87.16,127.50925
26.48,87.17,161.57475
26.48,87.18,120.13155
26.48,87.19,129.35744
26.48,87.2,133.89752
26.48,87.21000000000001,123.02503
26.48,87.22,124.55201
26.48,87.23,125.46374
26.48,87.24,134.79555
26.48,87.25,138.74774
26.48,87.26,130.67908
26.48,87.27,133.83913
26.48,87.28,157.68112
26.48,87.29,137.39099
26.48,87.3,122.655945
26.48,87.31,124.761
26.48,87.32000000000001,133.41501
26.48,87.33,135.6407
26.48,87.34,131.37566
26.48,87.35000000000001,137.50124
26.48,87.36,142.20677
26.48,87.37,153.20868
26.48,87.38,145.79268
26.48,87.39,136.2636
26.48,87.4,137.78555
26.48,87.41,139.03459
26.48,87.42,142.66995
26.48,87.43,147.0531
26.48,87.44,150.55632
26.48,87.45,155.77003
26.48,87.46000000000001,173.93755
26.48,87.47,202.04855
26.48,87.48,216.23022
26.48,87.49,200.31001
26.48,87.5,212.09383
26.48,87.51,206.62073
26.48,87.52,193.56381
26.48,87.53,187.44012
26.48,87.54,214.06079
26.48,87.55,218.9426
26.48,87.56,249.32184
26.48,87.57000000000001,255.2998
26.48,87.58,234.32542
26.48,87.59,178.20998
26.48,87.60000000000001,164.53108
26.48,87.61,144.62949
26.48,87.62,154.10812
26.48,87.63,155.33054
26.48,87.64,135.65329
26.48,87.65,146.55573
26.48,87.66,140.61389
26.48,87.67,127.14252
26.48,87.68,138.3728
26.48,87.69,127.08549
26.48,87.7,112.14642
26.48,87.71000000000001,122.08262
26.48,87.72,112.7883
26.48,87.73,120.905464
26.48,87.74,143.95998
26.48,87.75,152.56796
26.48,87.76,159.76727
26.48,87.77,153.51738
26.48,87.78,146.20241
26.48,87.79,161.8532
26.48,87.8,167.06448
26.48,87.81,194.10103
26.48,87.82000000000001,238.29205
26.48,87.83,278.90646
26.48,87.84,307.84747
26.48,87.85000000000001,383.04218
26.48,87.86,354.61456
26.48,87.87,363.01086
26.48,87.88,370.5993
26.48,87.89,425.86804
26.48,87.9,414.9613
26.48,87.91,373.60663
26.48,87.92,328.89554
26.48,87.93,268.29062
26.48,87.94,241.73239
26.48,87.95,270.1734
26.48,88.03,254.90195
26.48,88.04,234.55013
26.48,88.05,202.61081
26.48,88.06,193.5932
26.48,88.07000000000001,206.05574
26.48,88.08,196.98807
26.48,88.09,176.13873
26.48,88.10000000000001,172.76193
26.490000000000002,86.57000000000001,107.62221
26.490000000000002,86.58,102.18286
26.490000000000002,86.59,111.39651
26.490000000000002,86.60000000000001,111.26368
26.490000000000002,86.61,112.96541
26.490000000000002,86.62,104.400566
26.490000000000002,86.63,107.06672
26.490000000000002,86.64,103.72871
26.490000000000002,86.65,117.35379
26.490000000000002,86.66,110.537445
26.490000000000002,86.67,109.75206
26.490000000000002,86.68,108.7585
26.490000000000002,86.69,112.01096
26.490000000000002,86.7,101.95105
26.490000000000002,86.71000000000001,107.03908
26.490000000000002,86.72,97.6259
26.490000000000002,86.73,101.56853
26.490000000000002,86.74,102.96083
26.490000000000002,86.75,88.69309
26.490000000000002,86.76,104.13079
26.490000000000002,86.77,129.31702
26.490000000000002,86.78,123.11225
26.490000000000002,86.79,124.37282
26.490000000000002,86.8,133.85576
26.490000000000002,86.81,148.59027
26.490000000000002,86.82000000000001,160.11885
26.490000000000002,86.83,157.67839
26.490000000000002,86.84,168.97269
26.490000000000002,86.85000000000001,182.33984
26.490000000000002,87.08,134.13492
26.490000000000002,87.09,140.27855
26.490000000000002,87.10000000000001,133.65433
26.490000000000002,87.11,136.68954
26.490000000000002,87.12,137.33086
26.490000000000002,87.13,144.48819
26.490000000000002,87.14,141.10802
26.490000000000002,87.15,137.83163
26.490000000000002,87.16,140.32484
26.490000000000002,87.17,126.535324
26.490000000000002,87.18,115.51005
26.490000000000002,87.19,125.523766
26.490000000000002,87.2,137.93738
26.490000000000002,87.21000000000001,127.45421
26.490000000000002,87.22,120.441376
26.490000000000002,87.23,123.86341
26.490000000000002,87.24,134.99469
26.490000000000002,87.25,131.25998
26.490000000000002,87.26,127.830505
26.490000000000002,87.27,135.94699
26.490000000000002,87.28,138.97116
26.490000000000002,87.29,141.09552
26.490000000000002,87.3,118.83813
26.490000000000002,87.31,113.22582
26.490000000000002,87.32000000000001,122.24075
26.490000000000002,87.33,133.221
26.490000000000002,87.34,134.29463
26.490000000000002,87.35000000000001,131.9405
26.490000000000002,87.36,133.7766
26.490000000000002,87.37,144.84235
26.490000000000002,87.38,145.83792
26.490000000000002,87.39,138.37088
26.490000000000002,87.4,137.19275
26.490000000000002,87.41,141.34982
26.490000000000002,87.42,139.18558
26.490000000000002,87.43,146.37238
26.490000000000002,87.44,151.52844
26.490000000000002,87.45,154.57263
26.490000000000002,87.46000000000001,185.41049
26.490000000000002,87.47,203.37251
26.490000000000002,87.48,209.92049
26.490000000000002,87.49,188.1986
26.490000000000002,87.5,177.41808
26.490000000000002,87.51,192.11523
26.490000000000002,87.52,190.81244
26.490000000000002,87.53,168.68571
26.490000000000002,87.54,216.55263
26.490000000000002,87.55,240.14743
