latitude,longitude,k
27.44,86.16,329.62363
27.44,86.17,360.7047
27.44,86.18,384.60727
27.44,86.19,415.2706
27.44,86.2,397.16406
27.44,86.21000000000001,356.02863
27.44,86.22,338.30057
27.44,86.23,342.41022
27.44,86.24,370.43497
27.44,86.25,359.83655
27.44,86.26,354.93417
27.44,86.27,387.15717
27.44,86.28,389.49832
27.44,86.29,384.60318
27.44,86.3,406.89706
27.44,86.31,422.37164
27.44,86.32000000000001,426.15137
27.44,86.33,449.20322
27.44,86.34,465.19556
27.44,86.35000000000001,478.75156
27.44,86.36,452.39514
27.44,86.37,473.04248
27.44,86.38,450.25067
27.44,86.39,457.6812
27.44,86.4,478.0758
27.44,86.41,483.41348
27.44,86.42,485.88794
27.44,86.43,496.58768
27.44,86.47,430.47528
27.44,86.48,435.93008
27.44,86.49,496.24542
27.44,86.5,549.7108
27.44,86.51,517.6769
27.44,86.52,524.58057
27.44,86.53,599.16846
27.44,86.54,546.7998
27.44,86.55,558.48267
27.44,86.56,555.4674
27.44,86.57000000000001,605.2157
27.44,86.58,609.27203
27.44,86.59,602.0213
27.44,86.60000000000001,651.2514
27.44,86.61,603.446
27.44,86.62,649.7286
27.44,86.63,594.4193
27.44,86.64,555.458
27.44,86.65,568.174
27.44,86.66,542.5133
27.44,86.67,548.9584
27.44,86.68,505.76535
27.44,86.69,478.58228
27.44,86.7,466.64297
27.44,86.71000000000001,475.63278
27.44,86.72,535.0909
27.44,86.73,547.66437
27.44,86.74,580.4445
27.44,86.75,517.8719
27.44,86.76,470.84995
27.44,86.77,365.0834
27.44,86.78,382.85425
27.44,86.79,376.7954
27.44,86.8,408.93665
27.44,86.96000000000001,369.69107
27.44,87.06,279.35397
27.44,87.07000000000001,311.74066
27.44,87.08,317.4272
27.44,87.09,337.49182
27.44,87.10000000000001,338.99994
27.44,87.11,326.91354
27.44,87.12,318.07565
27.44,87.13,296.89932
27.44,87.14,335.90463
27.44,87.15,364.6834
27.44,87.16,370.93567
27.44,87.17,372.5019
27.44,87.18,394.8012
27.44,87.19,401.6354
27.44,87.2,409.60083
27.44,87.21000000000001,403.81778
27.44,87.22,408.8673
27.44,87.23,408.4406
27.44,87.24,401.51776
27.44,87.25,421.39523
27.44,87.26,398.38123
27.44,87.27,373.45108
27.44,87.28,339.53903
27.44,87.29,352.36566
27.44,87.3,387.8325
27.44,87.31,367.6714
27.44,87.32000000000001,350.59616
27.44,87.33,310.66693
27.44,87.34,330.75928
27.44,87.38,377.60666
27.44,87.39,349.67258
27.44,87.4,359.85593
27.44,87.41,369.56082
27.44,87.42,362.8096
27.44,87.48,349.61325
27.44,87.51,312.33557
27.44,87.57000000000001,275.96066
27.44,87.58,272.11447
27.44,87.59,267.47
27.44,87.60000000000001,250.55656
27.44,87.61,229.76775
27.44,87.63,241.95097
27.44,87.64,251.18217
27.44,87.67,265.4189
27.44,87.68,266.34323
27.44,87.69,255.10745
27.44,87.7,275.45187
27.44,87.71000000000001,274.33246
27.44,87.87,327.42288
27.44,87.88,356.05237
27.44,87.89,336.1089
27.44,87.9,335.23633
27.45,82.99,203.42407
27.45,83.0,192.13773
27.45,83.01,195.81642
27.45,83.02,197.25807
27.45,83.03,202.14905
27.45,83.04,194.81548
27.45,83.05,195.56445
27.45,83.06,199.17111
27.45,83.07000000000001,199.90974
27.45,83.08,191.26035
27.45,83.09,179.86337
27.45,83.10000000000001,182.64304
27.45,83.11,191.58829
27.45,83.12,189.72777
27.45,83.13,185.97227
27.45,83.14,180.20277
27.45,83.15,183.73212
27.45,83.16,185.1026
27.45,83.17,181.01884
27.45,83.18,164.15282
27.45,83.19,155.34541
27.45,83.2,156.93352
27.45,83.21000000000001,155.5815
27.45,83.22,155.01987
27.45,83.23,157.3796
27.45,83.24,156.62015
27.45,83.25,153.73007
27.45,83.26,158.81349
27.45,83.27,159.44556
27.45,83.28,150.35667
27.45,83.29,146.8495
27.45,83.3,148.62607
27.45,83.31,149.28358
27.45,83.32000000000001,153.55368
27.45,83.33,154.2763
27.45,83.34,153.18994
27.45,83.35000000000001,156.33472
27.45,83.36,154.94942
27.45,83.37,158.67075
27.45,83.38,153.24905
27.45,83.39,145.66295
27.45,83.64,109.585815
27.45,83.65,113.5712
27.45,83.66,118.361786
27.45,83.67,113.26062
27.45,83.68,104.60114
27.45,83.69,115.93842
27.45,83.7,110.39576
27.45,83.71000000000001,100.774086
27.45,83.72,96.03353
27.45,83.73,100.43268
27.45,83.74,96.27802
27.45,83.75,101.82295
27.45,83.76,105.65582
27.45,83.77,118.15254
27.45,83.78,110.574585
27.45,83.79,114.97771
27.45,83.8,116.33472
27.45,83.81,126.46133
27.45,83.82000000000001,128.11244
27.45,83.83,136.50299
27.45,83.84,139.91837
27.45,83.85000000000001,152.13943
27.45,83.86,163.24974
27.45,83.87,173.77356
27.45,83.88,167.32578
27.45,83.89,173.74533
27.45,83.9,184.75906
27.45,83.91,198.47229
27.45,83.92,189.50844
27.45,83.93,199.32625
27.45,84.26,173.71753
27.45,84.27,117.634056
27.45,84.28,100.34827
27.45,84.29,89.23425
27.45,84.3,96.7118
27.45,84.31,92.89489
27.45,84.32000000000001,102.25284
27.45,84.33,96.37597
27.45,84.34,97.8137
27.45,84.35000000000001,105.534325
27.45,84.36,101.289795
27.45,84.37,102.949936
27.45,84.86,247.8983
27.45,84.88,233.601
27.45,84.89,217.14954
27.45,84.9,218.83708
27.45,84.91,213.66843
27.45,84.92,225.87358
27.45,84.93,245.38539
27.45,84.94,253.91142
27.45,84.95,233.04932
27.45,84.96000000000001,231.72878
27.45,84.97,230.83662
27.45,84.98,228.05844
27.45,85.0,288.80707
27.45,85.01,275.4112
27.45,85.02,273.7439
27.45,85.03,239.34834
27.45,85.04,250.03577
27.45,85.05,234.71123
27.45,85.06,253.79727
27.45,85.07000000000001,250.73233
27.45,85.08,254.5227
27.45,85.09,250.69078
27.45,85.10000000000001,307.13675
27.45,85.11,313.7491
27.45,85.12,268.91748
27.45,85.13,286.8644
27.45,85.14,225.61533
27.45,85.15,232.85477
27.45,85.16,227.88893
27.45,85.17,256.9882
27.45,85.18,290.15784
27.45,85.19,321.99832
27.45,85.2,286.35477
27.45,85.21000000000001,286.9144
27.45,85.22,296.63153
27.45,85.23,294.79437
27.45,85.24,292.666
27.45,85.25,270.82227
27.45,85.26,265.50424
27.45,85.27,280.53983
27.45,85.28,267.4659
27.45,85.29,270.3096
27.45,85.3,289.12674
27.45,85.31,307.257
27.45,85.32000000000001,313.39047
27.45,85.33,304.97644
27.45,85.34,344.35565
27.45,85.35000000000001,331.6071
27.45,85.36,303.48373
27.45,85.37,356.68417
27.45,85.38,341.90918
27.45,85.39,322.61615
27.45,85.4,309.88864
27.45,85.41,307.53018
27.45,85.42,342.9796
27.45,85.43,355.11533
27.45,85.44,364.93884
27.45,85.46000000000001,319.44135
27.45,85.47,333.20895
27.45,85.48,334.6818
27.45,85.49,356.08325
27.45,85.5,363.90656
27.45,85.51,345.53894
27.45,85.52,339.40536
27.45,85.53,369.70535
27.45,85.63,347.26874
27.45,85.64,339.1173
27.45,85.67,375.40958
27.45,85.68,366.5553
27.45,85.69,336.7555
27.45,85.7,326.3535
27.45,85.71000000000001,362.284
27.45,85.72,338.32227
27.45,85.73,335.4772
27.45,85.74,318.72473
27.45,85.75,297.9382
27.45,85.76,286.5266
27.45,85.77,306.00385
27.45,85.78,290.1516
27.45,85.79,312.2407
27.45,85.8,303.11923
27.45,85.81,287.04312
27.45,85.82000000000001,283.78354
27.45,85.83,282.4226
27.45,85.84,302.19922
27.45,85.85000000000001,306.94077
27.45,85.86,313.08386
27.45,85.87,318.78534
27.45,85.88,314.32278
27.45,85.89,326.02725
27.45,85.9,325.06143
27.45,85.91,319.87137
27.45,85.92,340.08688
27.45,85.93,332.9744
27.45,85.94,298.63892
27.45,85.95,297.5698
27.45,85.96000000000001,288.80362
27.45,85.97,286.4859
27.45,85.98,290.8002
27.45,85.99,276.6114
27.45,86.0,283.10638
27.45,86.01,276.44565
27.45,86.02,266.51785
27.45,86.03,270.6646
27.45,86.04,280.0065
27.45,86.05,287.22723
27.45,86.06,296.082
27.45,86.07000000000001,298.15225
27.45,86.08,279.12515
27.45,86.09,290.32736
27.45,86.10000000000001,292.60037
27.45,86.11,283.87567
27.45,86.12,301.35938
27.45,86.13,315.24274
27.45,86.14,335.5494
27.45,86.15,362.2461
27.45,86.16,325.32874
27.45,86.19,361.8504
27.45,86.2,402.51016
27.45,86.21000000000001,348.1668
27.45,86.22,357.2258
27.45,86.23,355.9731
27.45,86.24,350.22928
27.45,86.25,369.80112
27.45,86.26,364.46786
27.45,86.27,359.6
27.45,86.28,376.31287
27.45,86.29,373.72433
27.45,86.3,408.18933
27.45,86.31,406.4761
27.45,86.32000000000001,438.69196
27.45,86.33,478.10773
27.45,86.34,468.68164
27.45,86.35000000000001,477.2019
27.45,86.36,478.03998
27.45,86.37,474.76712
27.45,86.38,440.26938
27.45,86.39,475.56995
27.45,86.4,490.74295
27.45,86.41,482.63452
27.45,86.42,442.2922
27.45,86.47,461.8562
27.45,86.48,445.73016
27.45,86.49,479.92484
27.45,86.5,498.83804
27.45,86.51,493.87024
27.45,86.52,528.10254
27.45,86.53,545.43195
27.45,86.54,564.6358
27.45,86.55,571.67053
27.45,86.56,561.22394
27.45,86.57000000000001,598.1869
27.45,86.58,607.2105
27.45,86.59,619.1568
27.45,86.60000000000001,603.3932
27.45,86.61,602.6111
27.45,86.62,570.5867
27.45,86.63,585.57184
27.45,86.64,546.16235
27.45,86.65,561.5807
27.45,86.66,471.64856
27.45,86.67,489.66617
27.45,86.68,496.9312
27.45,86.69,494.11087
27.45,86.7,498.53415
27.45,86.71000000000001,566.97327
27.45,86.72,496.38815
27.45,86.73,469.7215
27.45,86.76,445.2748
27.45,86.78,371.6097
27.45,86.79,396.07947
27.45,86.8,364.2565
27.45,86.84,365.76437
27.45,86.85000000000001,320.38742
27.45,86.87,335.185
27.45,86.88,306.45654
27.45,86.89,300.0688
27.45,86.99,358.10016
27.45,87.05,344.07584
27.45,87.06,302.97217
27.45,87.07000000000001,308.96457
27.45,87.08,342.5609
27.45,87.09,357.73575
27.45,87.10000000000001,355.3631
27.45,87.11,364.20248
27.45,87.12,332.82422
27.45,87.13,318.09265
27.45,87.15,325.48795
27.45,87.16,368.82153
27.45,87.19,409.68588
27.45,87.2,409.46082
27.45,87.22,409.72794
27.45,87.23,422.86047
27.45,87.24,375.78613
27.45,87.25,360.6639
27.45,87.26,379.93793
27.45,87.27,374.28067
27.45,87.28,378.8137
27.45,87.29,391.2284
27.45,87.31,355.6921
27.45,87.32000000000001,327.26764
27.45,87.33,341.47147
27.45,87.34,335.4242
27.45,87.39,348.69843
27.45,87.41,387.22946
27.45,87.42,384.813
27.45,87.56,278.60043
27.45,87.57000000000001,276.53772
27.45,87.58,262.7375
27.45,87.59,256.3112
27.45,87.60000000000001,242.04095
27.45,87.61,252.36835
27.45,87.62,220.96228
27.45,87.67,257.5045
27.45,87.69,258.96283
27.45,87.7,244.6227
27.45,87.71000000000001,248.58563
27.45,87.73,294.0386
27.45,87.74,302.4148
27.45,87.88,333.33124
27.45,87.89,309.27097
27.45,87.9,312.97607
27.45,87.91,331.41736
27.46,82.95,208.96118
27.46,82.96000000000001,203.60611
27.46,82.97,198.17775
27.46,82.98,199.81717
27.46,82.99,202.24176
27.46,83.0,192.77806
27.46,83.01,192.7032
27.46,83.02,190.93515
27.46,83.03,188.39532
27.46,83.04,189.18513
27.46,83.05,188.96709
27.46,83.06,192.02171
27.46,83.07000000000001,193.24174
27.46,83.08,184.83485
27.46,83.09,180.69916
27.46,83.10000000000001,179.70053
27.46,83.11,188.59871
27.46,83.12,184.37636
27.46,83.13,185.62692
27.46,83.14,185.67624
27.46,83.15,184.72786
27.46,83.16,185.99005
27.46,83.17,178.55507
27.46,83.18,161.20679
27.46,83.19,154.2781
27.46,83.2,159.15605
27.46,83.21000000000001,164.1134
27.46,83.22,153.1609
27.46,83.23,152.50385
27.46,83.24,155.1358
27.46,83.25,155.07353
27.46,83.26,158.17009
27.46,83.27,167.41832
27.46,83.28,153.11824
27.46,83.29,149.84055
27.46,83.3,142.33508
27.46,83.31,142.78278
27.46,83.32000000000001,146.06334
27.46,83.33,148.68552
27.46,83.34,147.48782
27.46,83.35000000000001,143.7284
27.46,83.36,142.93025
27.46,83.37,146.59239
27.46,83.38,144.9077
27.46,83.39,143.25261
27.46,83.61,120.174774
27.46,83.62,112.85291
27.46,83.63,115.07802
27.46,83.64,118.29055
27.46,83.65,118.4329
27.46,83.66,114.99742
27.46,83.67,124.07647
27.46,83.68,104.63216
27.46,83.69,109.73543
27.46,83.7,102.52153
27.46,83.71000000000001,86.62762
27.46,83.72,88.53344
27.46,83.73,85.13844
27.46,83.74,86.07005
27.46,83.75,87.84386
27.46,83.76,113.06312
27.46,83.77,107.53854
27.46,83.78,107.282555
27.46,83.79,107.555534
27.46,83.8,112.40126
27.46,83.81,130.2526
27.46,83.82000000000001,136.20471
27.46,83.83,151.78293
27.46,83.84,170.14294
27.46,83.85000000000001,186.44221
27.46,83.86,189.21881
27.46,83.87,198.81516
27.46,83.88,201.32892
27.46,83.89,211.03864
27.46,83.9,212.12491
27.46,83.91,214.57895
27.46,83.92,207.59729
27.46,83.93,196.5584
27.46,83.94,257.9974
27.46,84.26,153.88977
27.46,84.27,106.851654
27.46,84.28,95.41966
27.46,84.29,93.1129
27.46,84.3,95.02779
27.46,84.31,93.79626
27.46,84.32000000000001,93.26615
27.46,84.33,94.30431
27.46,84.34,102.72744
27.46,84.35000000000001,127.621025
27.46,84.36,117.08588
27.46,84.84,252.70654
27.46,84.85000000000001,273.0373
27.46,84.86,259.9965
27.46,84.87,224.5905
27.46,84.88,264.38214
27.46,84.89,220.71939
27.46,84.9,236.32594
27.46,84.91,261.62158
27.46,84.93,244.1655
27.46,84.94,273.93225
27.46,84.95,247.89944
27.46,84.96000000000001,249.33472
27.46,84.97,248.8763
27.46,84.98,295.60455
27.46,84.99,303.771
27.46,85.0,273.133
27.46,85.01,282.53638
27.46,85.02,228.26678
27.46,85.03,238.61403
27.46,85.04,256.33264
27.46,85.05,286.3633
27.46,85.06,252.3894
27.46,85.07000000000001,293.3431
27.46,85.08,249.61267
27.46,85.09,293.07736
27.46,85.10000000000001,266.338
27.46,85.11,337.88388
27.46,85.12,310.01804
27.46,85.13,314.21024
27.46,85.14,289.64777
27.46,85.15,296.64282
27.46,85.16,329.71713
27.46,85.17,341.04047
27.46,85.18,345.3567
27.46,85.19,372.62375
27.46,85.2,339.2907
27.46,85.21000000000001,357.63702
27.46,85.22,357.9672
27.46,85.23,358.00128
27.46,85.24,294.1683
27.46,85.25,305.35913
27.46,85.26,311.0986
27.46,85.27,286.38028
27.46,85.28,302.54855
27.46,85.29,300.48376
27.46,85.3,354.23502
27.46,85.31,371.24265
27.46,85.32000000000001,359.8395
27.46,85.34,344.37106
27.46,85.35000000000001,320.2768
27.46,85.36,398.62872
27.46,85.37,370.58972
27.46,85.38,375.30264
27.46,85.39,350.78244
27.46,85.4,296.22903
27.46,85.41,340.37704
27.46,85.42,341.0087
27.46,85.43,325.73993
27.46,85.44,387.31262
27.46,85.45,387.31262
27.46,85.46000000000001,327.9751
27.46,85.48,342.9378
27.46,85.49,397.54855
27.46,85.51,336.04996
27.46,85.52,356.2868
27.46,85.53,347.80933
27.46,85.60000000000001,368.8706
27.46,85.61,338.333
27.46,85.62,335.85217
27.46,85.63,337.97125
27.46,85.64,327.7143
27.46,85.65,349.9488
27.46,85.66,394.43442
27.46,85.67,349.80637
27.46,85.68,338.71683
27.46,85.69,384.28882
27.46,85.7,324.26068
27.46,85.71000000000001,346.39627
27.46,85.72,337.89752
27.46,85.73,330.0657
27.46,85.74,293.36322
27.46,85.75,289.378
27.46,85.76,283.9033
27.46,85.77,309.0449
27.46,85.78,304.37057
27.46,85.79,318.45914
27.46,85.8,316.40298
27.46,85.81,288.1125
27.46,85.82000000000001,293.91068
27.46,85.83,301.80566
27.46,85.84,306.12643
27.46,85.85000000000001,317.36868
27.46,85.86,339.15247
27.46,85.87,335.14334
27.46,85.88,339.68265
27.46,85.89,329.74005
27.46,85.9,343.60645
27.46,85.91,344.1019
27.46,85.92,325.41638
27.46,85.93,329.71774
27.46,85.94,313.91974
27.46,85.95,332.10696
27.46,85.96000000000001,317.89407
27.46,85.97,303.17316
27.46,85.98,303.275
27.46,85.99,295.19012
27.46,86.0,311.8045
27.46,86.01,300.4042
27.46,86.02,281.84927
27.46,86.03,270.7436
27.46,86.04,280.98862
27.46,86.05,295.03555
27.46,86.06,305.45993
27.46,86.07000000000001,301.1782
27.46,86.08,297.0453
27.46,86.09,291.6596
27.46,86.10000000000001,282.5464
27.46,86.11,258.82635
27.46,86.12,303.503
27.46,86.13,316.35617
27.46,86.14,313.7437
27.46,86.15,323.78424
27.46,86.16,329.9594
27.46,86.17,329.58545
27.46,86.18,324.86642
27.46,86.19,343.80295
27.46,86.2,336.0251
27.46,86.21000000000001,334.7349
27.46,86.22,331.58347
27.46,86.23,330.46683
27.46,86.24,347.3816
27.46,86.25,369.4817
27.46,86.26,372.90802
27.46,86.27,369.62213
27.46,86.28,390.67975
27.46,86.29,386.43695
27.46,86.3,386.9661
27.46,86.31,395.8249
27.46,86.32000000000001,468.43158
27.46,86.34,478.31787
27.46,86.38,489.50626
27.46,86.39,490.90152
27.46,86.46000000000001,443.82446
27.46,86.47,434.7986
27.46,86.48,414.78342
27.46,86.49,474.04382
27.46,86.5,493.6691
27.46,86.51,488.08054
27.46,86.52,494.8871
27.46,86.53,518.2244
27.46,86.54,548.5499
27.46,86.55,481.02795
27.46,86.56,531.7986
27.46,86.57000000000001,600.6681
27.46,86.58,595.91956
27.46,86.59,619.5469
27.46,86.60000000000001,619.18256
27.46,86.61,624.69556
27.46,86.62,602.6515
27.46,86.64,558.7022
27.46,86.65,525.5055
27.46,86.66,503.3319
27.46,86.67,516.28723
27.46,86.68,512.96857
27.46,86.69,518.354
27.46,86.7,534.06305
27.46,86.71000000000001,517.78265
27.46,86.72,433.62076
27.46,86.73,463.30347
27.46,86.74,400.97565
27.46,86.75,392.64313
27.46,86.76,368.49243
27.46,86.77,371.94876
27.46,86.78,360.12836
27.46,86.8,360.3914
27.46,86.81,325.60568
27.46,86.82000000000001,308.4898
27.46,86.85000000000001,339.12302
27.46,86.86,341.17294
27.46,86.87,303.6799
27.46,86.88,352.82077
27.46,86.98,311.95428
27.46,87.01,309.4689
27.46,87.05,327.44034
27.46,87.06,308.9615
27.46,87.07000000000001,339.29752
27.46,87.08,308.57108
27.46,87.09,323.7965
27.46,87.10000000000001,312.1689
27.46,87.11,320.99762
27.46,87.12,386.8353
27.46,87.13,348.9928
27.46,87.14,352.96573
27.46,87.15,320.45288
27.46,87.16,365.0629
27.46,87.17,399.44098
27.46,87.19,425.4204
27.46,87.2,395.49866
27.46,87.22,446.38452
27.46,87.23,428.64804
27.46,87.24,396.40985
27.46,87.25,381.60358
27.46,87.26,384.3866
27.46,87.27,399.58475
27.46,87.28,379.6782
27.46,87.29,388.6569
27.46,87.3,436.104
27.46,87.31,423.9532
27.46,87.32000000000001,377.73926
27.46,87.33,328.16293
27.46,87.34,375.50433
27.46,87.38,399.28174
27.46,87.39,371.27756
27.46,87.57000000000001,284.63922
27.46,87.58,289.95422
27.46,87.59,278.85605
27.46,87.60000000000001,239.51543
27.46,87.62,264.61304
27.46,87.63,265.13153
27.46,87.64,260.50934
27.46,87.66,250.24504
27.46,87.67,245.75337
27.46,87.68,253.06696
27.46,87.69,246.35257
27.46,87.7,265.6789
27.46,87.71000000000001,261.1156
27.46,87.72,263.45816
27.46,87.75,341.14136
27.46,87.89,333.56146
27.46,87.9,336.69775
27.46,87.91,326.3739
27.46,87.92,330.50977
27.46,87.93,369.35873
27.46,87.94,357.47794
27.47,82.94,209.91179
27.47,82.95,200.91144
27.47,82.96000000000001,211.88374
27.47,82.97,199.55026
27.47,82.98,192.95024
27.47,82.99,193.13683
27.47,83.0,188.81194
27.47,83.01,190.93887
27.47,83.02,193.05885
27.47,83.03,182.97276
27.47,83.04,183.96916
27.47,83.05,183.50003
27.47,83.06,181.35004
27.47,83.07000000000001,181.45769
27.47,83.08,184.89154
27.47,83.09,177.31345
27.47,83.10000000000001,178.0611
27.47,83.11,183.15115
27.47,83.12,179.9129
27.47,83.13,184.46233
27.47,83.14,187.40915
27.47,83.15,182.83133
27.47,83.16,178.69235
27.47,83.17,169.05399
27.47,83.18,159.81697
27.47,83.19,153.03882
27.47,83.2,154.95088
27.47,83.21000000000001,151.14864
27.47,83.22,147.33835
27.47,83.23,152.49449
27.47,83.24,149.7243
27.47,83.25,149.0463
27.47,83.26,154.21849
27.47,83.27,160.65933
27.47,83.28,148.30376
27.47,83.29,141.3031
27.47,83.3,140.64616
27.47,83.31,136.62126
27.47,83.32000000000001,132.62767
27.47,83.33,141.27274
27.47,83.34,140.27536
27.47,83.35000000000001,142.17426
27.47,83.36,143.92442
27.47,83.37,135.7633
27.47,83.38,134.08337
27.47,83.39,150.30421
27.47,83.4,140.31601
27.47,83.41,121.665245
27.47,83.42,118.93511
27.47,83.43,116.93782
27.47,83.44,135.7896
27.47,83.45,125.16739
27.47,83.46000000000001,129.963
27.47,83.47,121.88726
27.47,83.48,119.98311
27.47,83.49,120.47173
27.47,83.5,120.46377
27.47,83.51,121.21286
27.47,83.52,117.15609
27.47,83.53,118.91178
27.47,83.54,117.79028
27.47,83.55,117.29211
27.47,83.56,125.06916
27.47,83.57000000000001,119.51486
27.47,83.58,117.54976
27.47,83.59,112.511894
27.47,83.60000000000001,111.174515
27.47,83.61,116.29998
27.47,83.62,118.79433
27.47,83.63,123.34812
27.47,83.64,136.4261
27.47,83.65,138.71207
27.47,83.66,120.93579
27.47,83.67,122.32771
27.47,83.68,110.128845
27.47,83.69,101.50574
27.47,83.7,99.20512
27.47,83.71000000000001,85.88913
27.47,83.72,83.24922
27.47,83.73,89.70864
27.47,83.74,87.950325
27.47,83.75,78.58911
27.47,83.76,82.788536
27.47,83.77,103.86446
27.47,83.78,104.46177
27.47,83.79,109.958084
27.47,83.8,124.05863
27.47,83.81,140.55101
27.47,83.82000000000001,167.92271
27.47,83.83,193.62102
27.47,83.84,202.90129
27.47,83.85000000000001,202.05264
27.47,83.86,202.3781
27.47,83.87,204.62167
27.47,83.88,203.62181
27.47,83.89,204.11462
27.47,83.9,221.90811
27.47,83.92,282.24545
27.47,83.94,261.27914
27.47,84.27,99.56732
27.47,84.28,100.55941
27.47,84.29,100.64626
27.47,84.3,95.625626
27.47,84.31,94.25511
27.47,84.32000000000001,96.94461
27.47,84.33,103.97275
27.47,84.34,108.46333
27.47,84.83,283.70786
27.47,84.84,239.80644
27.47,84.85000000000001,265.2563
27.47,84.86,237.96832
27.47,84.87,232.11223
27.47,84.88,250.15413
27.47,84.89,251.54234
27.47,84.9,239.05511
27.47,84.91,242.83643
27.47,84.94,318.88495
27.47,84.95,260.32968
27.47,84.97,282.9452
27.47,84.98,283.59723
27.47,84.99,256.5943
27.47,85.0,244.32341
27.47,85.01,253.03471
27.47,85.02,255.64943
27.47,85.03,260.08197
27.47,85.04,248.55013
27.47,85.05,289.62738
27.47,85.06,288.1496
27.47,85.07000000000001,253.4261
27.47,85.08,306.40164
27.47,85.09,314.68716
27.47,85.10000000000001,370.215
27.47,85.11,361.53793
27.47,85.12,362.5373
27.47,85.13,363.789
27.47,85.14,331.4681
27.47,85.15,359.8655
27.47,85.16,413.3652
27.47,85.17,400.39703
27.47,85.18,399.65732
27.47,85.19,381.47162
27.47,85.2,398.6338
27.47,85.21000000000001,383.52756
27.47,85.22,284.20825
27.47,85.23,314.51462
27.47,85.24,289.71204
27.47,85.25,289.8047
27.47,85.26,319.50034
27.47,85.27,324.117
27.47,85.28,350.5438
27.47,85.29,367.47952
27.47,85.3,376.8179
27.47,85.31,351.8026
27.47,85.32000000000001,379.98938
27.47,85.33,418.80173
27.47,85.34,436.6529
27.47,85.35000000000001,353.36774
27.47,85.38,377.84964
27.47,85.39,364.5853
27.47,85.4,343.0634
27.47,85.41,340.86414
27.47,85.42,366.44788
27.47,85.43,343.28366
27.47,85.44,335.1575
27.47,85.45,340.8768
27.47,85.48,387.2944
27.47,85.59,337.22205
27.47,85.60000000000001,357.15662
27.47,85.61,340.15927
27.47,85.62,358.25388
27.47,85.63,357.6722
27.47,85.64,340.30402
27.47,85.65,349.34573
27.47,85.66,370.35583
27.47,85.67,354.17685
27.47,85.68,348.4258
27.47,85.69,349.3208
27.47,85.7,329.31937
27.47,85.71000000000001,354.78687
27.47,85.72,332.91006
27.47,85.73,301.20114
27.47,85.74,281.48154
27.47,85.75,295.7929
27.47,85.76,306.5517
27.47,85.77,304.79758
27.47,85.78,320.42114
27.47,85.79,319.22635
27.47,85.8,306.93057
27.47,85.81,283.2516
27.47,85.82000000000001,284.54633
27.47,85.83,295.6145
27.47,85.84,307.48505
27.47,85.85000000000001,323.78897
27.47,85.86,334.9265
27.47,85.87,325.92346
27.47,85.88,325.34174
27.47,85.89,342.301
27.47,85.9,335.78107
27.47,85.91,315.28168
27.47,85.92,309.86746
27.47,85.93,322.61774
27.47,85.94,296.86124
27.47,85.95,296.17764
27.47,85.96000000000001,306.82855
27.47,85.97,316.84494
27.47,85.98,309.95523
27.47,85.99,303.05063
27.47,86.0,288.83667
27.47,86.01,291.0498
27.47,86.02,290.02338
27.47,86.03,285.87857
27.47,86.04,282.92108
27.47,86.05,286.83408
27.47,86.06,278.0829
27.47,86.07000000000001,270.1145
27.47,86.08,280.027
27.47,86.09,300.60852
27.47,86.10000000000001,291.89346
27.47,86.11,261.29446
27.47,86.12,296.66687
27.47,86.13,316.29358
27.47,86.14,311.2346
27.47,86.15,316.62582
27.47,86.16,308.98227
27.47,86.17,333.22342
27.47,86.18,333.02185
27.47,86.19,351.138
27.47,86.21000000000001,356.39984
27.47,86.22,340.15393
27.47,86.23,335.90244
27.47,86.24,370.48093
27.47,86.25,384.82227
27.47,86.26,391.84116
27.47,86.27,388.7024
27.47,86.28,366.84427
27.47,86.29,384.86975
27.47,86.31,415.56735
27.47,86.32000000000001,460.3114
27.47,86.33,454.5783
27.47,86.34,444.19623
27.47,86.36,439.2774
27.47,86.37,484.99893
27.47,86.38,426.01093
27.47,86.4,459.84366
27.47,86.41,452.0117
27.47,86.46000000000001,420.2378
27.47,86.47,425.3916
27.47,86.48,454.9272
27.47,86.49,475.59622
27.47,86.5,491.47955
27.47,86.51,500.7492
27.47,86.55,519.90436
27.47,86.56,544.72894
27.47,86.57000000000001,632.92377
27.47,86.58,607.925
27.47,86.59,610.3312
27.47,86.60000000000001,612.338
27.47,86.63,543.75494
27.47,86.64,559.5523
27.47,86.65,518.63727
27.47,86.66,512.70667
27.47,86.67,421.9156
27.47,86.68,413.59738
27.47,86.69,477.06238
27.47,86.7,486.90414
27.47,86.71000000000001,505.33728
27.47,86.72,460.82312
27.47,86.73,438.34378
27.47,86.74,379.56738
27.47,86.75,339.6507
27.47,86.76,338.65186
27.47,86.79,370.4839
27.47,86.8,334.5791
27.47,86.81,352.06897
27.47,86.82000000000001,343.6222
27.47,86.84,345.2944
27.47,86.85000000000001,331.87238
27.47,86.86,337.00412
27.47,87.02,290.51495
27.47,87.03,339.36728
27.47,87.05,310.98276
27.47,87.06,320.3223
27.47,87.07000000000001,313.72906
27.47,87.08,314.18378
27.47,87.09,316.67642
27.47,87.10000000000001,321.51065
27.47,87.11,350.00702
27.47,87.12,339.5998
27.47,87.13,337.9481
27.47,87.14,354.56876
27.47,87.15,310.20673
27.47,87.16,379.8362
27.47,87.17,402.3625
27.47,87.18,413.35242
