latitude,longitude,sand
26.44,86.75,45.005463
26.44,86.83,45.894386
26.44,87.09,42.884567
26.44,87.10000000000001,42.86763
26.44,87.11,43.294422
26.44,87.12,42.997066
26.44,87.13,41.99173
26.44,87.14,38.104885
26.44,87.15,36.09914
26.44,87.16,33.75242
26.44,87.17,33.700386
26.44,87.18,31.942945
26.44,87.19,27.303665
26.44,87.2,23.660284
26.44,87.21000000000001,21.817928
26.44,87.22,21.643913
26.44,87.23,20.643414
26.44,87.24,20.78459
26.44,87.25,19.846651
26.44,87.26,21.088663
26.44,87.27,20.705933
26.44,87.28,19.29128
26.44,87.29,22.503733
26.44,87.3,21.535442
26.44,87.31,21.775097
26.44,87.32000000000001,23.845663
26.44,87.33,24.066216
26.44,87.34,25.213472
26.44,87.35000000000001,24.529007
26.44,87.36,23.95336
26.44,87.37,24.2234
26.44,87.38,24.669529
26.44,87.39,23.956333
26.44,87.4,23.768099
26.44,87.41,24.121408
26.44,87.42,22.32772
26.44,87.43,20.861462
26.44,87.44,23.008553
26.44,87.45,22.888865
26.44,87.46000000000001,28.81566
26.44,87.47,39.050602
26.44,87.48,37.2373
26.44,87.49,41.120876
26.44,87.5,47.21657
26.44,87.51,49.59761
26.44,87.52,48.972954
26.44,87.53,44.235493
26.44,87.54,37.2145
26.44,87.55,36.77762
26.44,87.56,37.311165
26.44,87.57000000000001,38.15046
26.44,87.58,39.26415
26.44,87.59,39.67912
26.44,87.60000000000001,40.370094
26.44,87.61,38.14765
26.44,87.62,37.375305
26.44,87.63,38.20008
26.44,87.64,40.644775
26.44,87.65,36.5484
26.44,87.66,35.656868
26.44,87.67,35.290558
26.44,87.68,26.921904
26.44,87.69,26.529913
26.44,87.7,27.79608
26.44,87.71000000000001,25.560688
26.44,87.72,25.827497
26.44,87.73,27.098145
26.44,87.74,27.837406
26.44,87.75,25.942873
26.44,87.76,26.409397
26.44,87.77,29.640245
26.44,87.83,37.97603
26.44,87.84,36.37914
26.44,87.85000000000001,32.79904
26.44,87.9,31.2275
26.44,87.91,34.95916
26.44,87.92,34.276638
26.44,87.93,34.452282
26.44,87.94,35.144024
26.44,87.95,34.586437
26.44,87.96000000000001,35.627007
26.44,87.97,35.736195
26.44,87.98,35.25535
26.44,87.99,34.748978
26.44,88.0,35.178547
26.44,88.01,35.5816
26.44,88.02,35.672546
26.44,88.03,36.58045
26.44,88.04,37.229233
26.44,88.05,38.064487
26.44,88.06,38.464848
26.44,88.07000000000001,40.007732
26.44,88.08,39.898945
26.44,88.09,40.317955
26.45,86.65,44.03426
26.45,86.66,44.967323
26.45,86.67,46.14689
26.45,86.68,45.280487
26.45,86.69,45.11939
26.45,86.7,45.65935
26.45,86.71000000000001,45.53808
26.45,86.72,46.17989
26.45,86.73,46.29198
26.45,86.74,45.020294
26.45,86.75,44.61764
26.45,86.76,43.739094
26.45,86.77,43.9987
26.45,86.78,42.489864
26.45,86.79,43.595013
26.45,86.8,43.88878
26.45,86.81,46.17093
26.45,86.86,43.24058
26.45,86.87,42.893963
26.45,87.09,40.79597
26.45,87.10000000000001,40.805336
26.45,87.11,41.012863
26.45,87.12,39.97949
26.45,87.13,38.024208
26.45,87.14,34.927208
26.45,87.15,32.67174
26.45,87.16,30.869621
26.45,87.17,27.892126
26.45,87.18,26.126984
26.45,87.19,24.73973
26.45,87.2,23.273003
26.45,87.21000000000001,22.80588
26.45,87.22,22.588497
26.45,87.23,21.752474
26.45,87.24,22.346195
26.45,87.25,20.520033
26.45,87.26,22.903906
26.45,87.29,24.934462
26.45,87.3,21.940626
26.45,87.31,21.999573
26.45,87.32000000000001,22.556717
26.45,87.33,22.975094
26.45,87.34,23.545153
26.45,87.35000000000001,23.290667
26.45,87.36,23.15483
26.45,87.37,22.958181
26.45,87.38,23.93576
26.45,87.39,23.965393
26.45,87.4,23.083473
26.45,87.41,21.59049
26.45,87.42,20.20223
26.45,87.43,21.651094
26.45,87.44,21.877792
26.45,87.45,23.119152
26.45,87.46000000000001,33.191593
26.45,87.47,38.791138
26.45,87.48,34.69262
26.45,87.49,41.72129
26.45,87.5,48.252552
26.45,87.51,47.551044
26.45,87.52,46.825436
26.45,87.53,41.175404
26.45,87.54,37.05551
26.45,87.55,36.85783
26.45,87.56,38.956528
26.45,87.57000000000001,41.30948
26.45,87.58,42.363163
26.45,87.59,42.10561
26.45,87.60000000000001,41.706795
26.45,87.61,38.901936
26.45,87.62,38.851433
26.45,87.63,38.718155
26.45,87.64,40.010372
26.45,87.65,36.991028
26.45,87.66,35.402058
26.45,87.67,30.169353
26.45,87.68,25.904144
26.45,87.69,25.517221
26.45,87.7,27.906816
26.45,87.71000000000001,26.058985
26.45,87.72,26.495386
26.45,87.73,27.929642
26.45,87.74,29.20969
26.45,87.75,26.929346
26.45,87.76,28.161898
26.45,87.77,28.625921
26.45,87.78,31.008461
26.45,87.81,33.4585
26.45,87.82000000000001,36.590195
26.45,87.83,38.76915
26.45,87.84,34.75788
26.45,87.85000000000001,29.792809
26.45,87.86,31.799728
26.45,87.9,33.314938
26.45,87.91,35.270447
26.45,87.92,35.410477
26.45,87.93,34.652084
26.45,87.94,35.987015
26.45,87.95,37.26594
26.45,87.96000000000001,37.885235
26.45,87.97,39.198082
26.45,87.98,38.554657
26.45,87.99,38.044266
26.45,88.0,37.72225
26.45,88.01,37.69808
26.45,88.02,37.00332
26.45,88.03,37.51506
26.45,88.04,38.107735
26.45,88.05,38.840015
26.45,88.06,38.76896
26.45,88.07000000000001,40.348206
26.45,88.08,39.46973
26.45,88.09,40.07502
26.46,86.62,41.9241
26.46,86.63,42.74275
26.46,86.64,43.720943
26.46,86.65,44.428303
26.46,86.66,45.22608
26.46,86.67,46.492325
26.46,86.68,45.43664
26.46,86.69,45.475548
26.46,86.7,45.358063
26.46,86.71000000000001,45.306393
26.46,86.72,45.473927
26.46,86.73,46.11688
26.46,86.74,45.75699
26.46,86.75,45.01355
26.46,86.76,43.70516
26.46,86.77,44.3708
26.46,86.78,43.36284
26.46,86.79,42.696316
26.46,86.8,44.009
26.46,86.81,43.436302
26.46,86.86,43.71305
26.46,86.87,43.06595
26.46,86.88,41.831978
26.46,86.89,41.36464
26.46,87.09,39.209827
26.46,87.10000000000001,39.236206
26.46,87.11,38.256187
26.46,87.12,36.16835
26.46,87.13,35.05814
26.46,87.14,32.74713
26.46,87.15,30.94368
26.46,87.16,29.279455
26.46,87.17,25.717316
26.46,87.18,27.274372
26.46,87.19,24.092314
26.46,87.2,25.335814
26.46,87.21000000000001,25.32638
26.46,87.22,23.490831
26.46,87.23,23.107977
26.46,87.24,22.083496
26.46,87.25,21.493229
26.46,87.26,23.672352
26.46,87.29,22.855038
26.46,87.3,22.14804
26.46,87.31,22.413809
26.46,87.32000000000001,22.56661
26.46,87.33,22.879902
26.46,87.34,22.963083
26.46,87.35000000000001,22.212461
26.46,87.36,22.156641
26.46,87.37,22.090582
26.46,87.38,21.7449
26.46,87.39,22.469492
26.46,87.4,21.398197
26.46,87.41,20.177341
26.46,87.42,20.57068
26.46,87.43,23.345829
26.46,87.44,24.113585
26.46,87.45,27.724419
26.46,87.46000000000001,30.81334
26.46,87.47,32.3296
26.46,87.48,33.618107
26.46,87.49,41.59632
26.46,87.5,48.335876
26.46,87.51,47.824883
26.46,87.52,49.013226
26.46,87.53,42.26268
26.46,87.54,38.09974
26.46,87.55,37.64891
26.46,87.56,41.371864
26.46,87.57000000000001,46.18115
26.46,87.58,44.67739
26.46,87.59,42.121544
26.46,87.60000000000001,41.378834
26.46,87.61,39.856606
26.46,87.62,39.041763
26.46,87.63,38.124565
26.46,87.64,37.384197
26.46,87.65,39.28604
26.46,87.66,30.228735
26.46,87.67,27.92418
26.46,87.68,25.07457
26.46,87.69,23.635893
26.46,87.7,27.283945
26.46,87.71000000000001,26.419247
26.46,87.72,26.77224
26.46,87.73,27.474186
26.46,87.74,27.892488
26.46,87.75,27.475176
26.46,87.76,27.317028
26.46,87.77,27.844461
26.46,87.78,29.36222
26.46,87.79,29.62803
26.46,87.8,32.123837
26.46,87.81,35.07148
26.46,87.82000000000001,37.25376
26.46,87.83,36.562664
26.46,87.84,33.07676
26.46,87.85000000000001,30.879217
26.46,87.86,33.784897
26.46,87.9,33.553688
26.46,87.91,35.799973
26.46,87.92,33.82728
26.46,87.93,34.38148
26.46,87.94,37.17517
26.46,87.95,37.44045
26.46,87.99,40.901703
26.46,88.0,40.603436
26.46,88.01,40.759483
26.46,88.02,39.121418
26.46,88.03,39.862495
26.46,88.04,39.532356
26.46,88.05,40.090996
26.46,88.06,38.352886
26.46,88.07000000000001,40.835766
26.46,88.08,38.604103
26.46,88.09,39.069134
26.46,88.10000000000001,42.127926
26.47,86.62,41.601692
26.47,86.63,41.922634
26.47,86.64,43.80952
26.47,86.65,45.72899
26.47,86.66,47.698948
26.47,86.67,45.37946
26.47,86.68,46.330982
26.47,86.69,46.893433
26.47,86.7,46.0254
26.47,86.71000000000001,46.69174
26.47,86.72,46.479454
26.47,86.73,45.94721
26.47,86.74,46.097824
26.47,86.75,45.56839
26.47,86.76,44.10867
26.47,86.77,46.594273
26.47,86.78,46.563244
26.47,86.79,44.821033
26.47,86.8,42.953846
26.47,86.81,44.221554
26.47,86.82000000000001,44.357353
26.47,86.83,43.162663
26.47,86.87,41.9059
26.47,86.88,40.871258
26.47,87.08,39.12514
26.47,87.09,37.655663
26.47,87.10000000000001,37.837917
26.47,87.11,36.281242
26.47,87.12,34.82345
26.47,87.13,32.865795
26.47,87.14,31.695107
26.47,87.15,33.817898
26.47,87.16,29.235144
26.47,87.17,25.001532
26.47,87.18,23.433508
26.47,87.19,23.458744
26.47,87.2,24.338743
26.47,87.21000000000001,23.608263
26.47,87.22,22.577532
26.47,87.23,23.27436
26.47,87.24,22.508495
26.47,87.25,22.824873
26.47,87.26,24.46934
26.47,87.27,27.417917
26.47,87.28,25.842554
26.47,87.29,25.169828
26.47,87.3,23.032564
26.47,87.31,22.58696
26.47,87.32000000000001,22.842901
26.47,87.33,24.166079
26.47,87.34,23.523167
26.47,87.35000000000001,22.630272
26.47,87.36,21.609093
26.47,87.37,20.995853
26.47,87.38,20.291695
26.47,87.39,21.054497
26.47,87.4,21.536066
26.47,87.41,20.699886
26.47,87.42,20.979328
26.47,87.43,24.93802
26.47,87.44,24.095335
26.47,87.45,27.35486
26.47,87.46000000000001,27.354784
26.47,87.47,29.048166
26.47,87.48,33.25235
26.47,87.49,42.244213
26.47,87.5,47.52769
26.47,87.51,47.68502
26.47,87.52,45.065975
26.47,87.53,39.14815
26.47,87.54,38.279594
26.47,87.55,39.938564
26.47,87.56,44.92119
26.47,87.57000000000001,47.544655
26.47,87.58,46.966583
26.47,87.59,42.97637
26.47,87.60000000000001,39.192993
26.47,87.61,39.2813
26.47,87.62,38.03203
26.47,87.63,36.1711
26.47,87.64,36.030342
26.47,87.65,34.419193
26.47,87.66,28.757593
26.47,87.67,25.944706
26.47,87.68,26.96376
26.47,87.69,24.295118
26.47,87.7,27.41285
26.47,87.71000000000001,26.160799
26.47,87.72,26.668533
26.47,87.73,26.469254
26.47,87.74,26.951847
26.47,87.75,28.545204
26.47,87.76,27.600044
26.47,87.77,26.689775
26.47,87.78,27.570374
26.47,87.79,28.5716
26.47,87.8,30.316906
26.47,87.81,31.427156
26.47,87.82000000000001,35.58952
26.47,87.83,34.928318
26.47,87.84,34.975727
26.47,87.85000000000001,31.240276
26.47,87.86,31.124306
26.47,87.87,31.690237
26.47,87.88,31.182413
26.47,87.9,33.778896
26.47,87.91,35.5148
26.47,87.92,32.834087
26.47,87.93,35.064964
26.47,87.94,36.349846
26.47,87.95,37.493275
26.47,88.0,40.15692
26.47,88.01,41.355076
26.47,88.03,38.82411
26.47,88.04,40.421253
26.47,88.05,39.563637
26.47,88.06,39.459534
26.47,88.07000000000001,41.72243
26.47,88.08,40.132137
26.47,88.09,39.020187
26.47,88.10000000000001,40.99011
26.48,86.60000000000001,40.681107
26.48,86.61,41.91516
26.48,86.62,40.727802
26.48,86.63,41.798534
26.48,86.64,45.032124
26.48,86.65,46.67502
26.48,86.66,47.996666
26.48,86.67,47.36414
26.48,86.68,48.029697
26.48,86.69,48.21647
26.48,86.7,48.711456
26.48,86.71000000000001,49.764805
26.48,86.72,48.352245
26.48,86.73,47.947815
26.48,86.74,47.448437
26.48,86.75,47.263386
26.48,86.76,46.529778
26.48,86.77,47.404846
26.48,86.78,47.10573
26.48,86.79,45.200893
26.48,86.8,45.412804
26.48,86.81,44.517273
26.48,86.82000000000001,43.198822
26.48,86.83,41.912548
26.48,86.84,41.044132
26.48,87.08,37.628178
26.48,87.09,38.247402
26.48,87.10000000000001,35.938416
26.48,87.11,35.55245
26.48,87.12,36.55568
26.48,87.13,35.448097
26.48,87.14,34.973217
26.48,87.15,35.628246
26.48,87.16,27.270287
26.48,87.17,24.873787
26.48,87.18,23.779274
26.48,87.19,22.607635
26.48,87.2,21.944876
26.48,87.21000000000001,21.809086
26.48,87.22,21.309738
26.48,87.23,21.391882
26.48,87.24,22.223787
26.48,87.25,23.320143
26.48,87.26,24.056158
26.48,87.27,26.415508
26.48,87.28,27.761538
26.48,87.29,24.367409
26.48,87.3,24.731503
26.48,87.31,23.187672
26.48,87.32000000000001,24.34996
26.48,87.33,24.696144
26.48,87.34,22.284966
26.48,87.35000000000001,22.294012
26.48,87.36,21.28794
26.48,87.37,22.197706
26.48,87.38,19.934097
26.48,87.39,20.79707
26.48,87.4,20.800102
26.48,87.41,20.960983
26.48,87.42,22.746227
26.48,87.43,23.662588
26.48,87.44,23.97266
26.48,87.45,26.31955
26.48,87.46000000000001,27.003412
26.48,87.47,30.402344
26.48,87.48,32.086384
26.48,87.49,36.8383
26.48,87.5,43.077866
26.48,87.51,42.651207
26.48,87.52,42.116577
26.48,87.53,40.90088
26.48,87.54,40.760223
26.48,87.55,42.7925
26.48,87.56,48.682518
26.48,87.57000000000001,49.412205
26.48,87.58,46.037422
26.48,87.59,41.93543
26.48,87.60000000000001,40.20469
26.48,87.61,38.456886
26.48,87.62,37.89897
26.48,87.63,37.140747
26.48,87.64,34.93332
26.48,87.65,32.224182
26.48,87.66,28.211569
26.48,87.67,25.903028
26.48,87.68,26.998373
26.48,87.69,26.844357
26.48,87.7,25.545525
26.48,87.71000000000001,27.080906
26.48,87.72,26.86754
26.48,87.73,27.017134
26.48,87.74,28.438078
26.48,87.75,28.647108
26.48,87.76,28.208256
26.48,87.77,27.216776
26.48,87.78,27.170826
26.48,87.79,28.446852
26.48,87.8,29.116512
26.48,87.81,31.397825
26.48,87.82000000000001,34.166508
26.48,87.83,31.62187
26.48,87.84,34.562843
26.48,87.85000000000001,33.314537
26.48,87.86,32.66341
26.48,87.87,32.15833
26.48,87.88,33.725513
26.48,87.89,32.292454
26.48,87.9,34.492336
26.48,87.91,34.23133
26.48,87.92,33.786774
26.48,87.93,35.260323
26.48,87.94,35.62591
26.48,87.95,37.09462
26.48,88.03,41.95943
26.48,88.04,41.49207
26.48,88.05,41.194355
26.48,88.06,40.735344
26.48,88.07000000000001,42.72284
26.48,88.08,41.72708
26.48,88.09,42.496113
26.48,88.10000000000001,41.498627
26.490000000000002,86.57000000000001,40.012833
26.490000000000002,86.58,39.30967
26.490000000000002,86.59,40.51387
26.490000000000002,86.60000000000001,41.46535
26.490000000000002,86.61,42.416046
26.490000000000002,86.62,42.48577
26.490000000000002,86.63,44.796204
26.490000000000002,86.64,46.1946
26.490000000000002,86.65,47.5218
26.490000000000002,86.66,47.413494
26.490000000000002,86.67,47.827694
26.490000000000002,86.68,47.43181
26.490000000000002,86.69,47.780476
26.490000000000002,86.7,48.860683
26.490000000000002,86.71000000000001,48.843334
26.490000000000002,86.72,49.21703
26.490000000000002,86.73,48.86192
26.490000000000002,86.74,48.880535
26.490000000000002,86.75,48.026623
26.490000000000002,86.76,46.716305
26.490000000000002,86.77,46.692448
26.490000000000002,86.78,44.829353
26.490000000000002,86.79,44.262974
26.490000000000002,86.8,44.22749
26.490000000000002,86.81,44.33698
26.490000000000002,86.82000000000001,42.446636
26.490000000000002,86.83,40.081196
26.490000000000002,86.84,39.476887
26.490000000000002,86.85000000000001,39.29192
26.490000000000002,87.08,36.562626
26.490000000000002,87.09,38.799892
26.490000000000002,87.10000000000001,38.258736
26.490000000000002,87.11,37.639057
26.490000000000002,87.12,38.99373
26.490000000000002,87.13,37.770073
26.490000000000002,87.14,35.03969
26.490000000000002,87.15,29.093052
26.490000000000002,87.16,23.486423
26.490000000000002,87.17,23.195776
26.490000000000002,87.18,22.544239
26.490000000000002,87.19,22.647852
26.490000000000002,87.2,21.522982
26.490000000000002,87.21000000000001,20.362572
26.490000000000002,87.22,20.018011
26.490000000000002,87.23,19.908457
26.490000000000002,87.24,22.051395
26.490000000000002,87.25,22.371065
26.490000000000002,87.26,23.186504
26.490000000000002,87.27,25.665747
26.490000000000002,87.28,26.31644
26.490000000000002,87.29,25.380465
26.490000000000002,87.3,25.135492
26.490000000000002,87.31,24.33812
26.490000000000002,87.32000000000001,25.535646
26.490000000000002,87.33,27.478834
26.490000000000002,87.34,22.748625
26.490000000000002,87.35000000000001,21.270313
26.490000000000002,87.36,22.860603
26.490000000000002,87.37,22.114075
26.490000000000002,87.38,20.6974
26.490000000000002,87.39,20.212208
26.490000000000002,87.4,20.885094
26.490000000000002,87.41,21.076633
26.490000000000002,87.42,22.617462
26.490000000000002,87.43,22.791824
26.490000000000002,87.44,24.813683
26.490000000000002,87.45,25.712177
26.490000000000002,87.46000000000001,26.203506
26.490000000000002,87.47,30.001171
26.490000000000002,87.48,32.52536
26.490000000000002,87.49,31.022436
26.490000000000002,87.5,33.61388
26.490000000000002,87.51,40.154625
26.490000000000002,87.52,42.82014
26.490000000000002,87.53,44.79219
26.490000000000002,87.54,44.856678
