latitude,longitude,sand
27.29,86.2,41.96627
27.29,86.21000000000001,41.357113
27.29,86.22,41.687317
27.29,86.23,41.85623
27.29,86.24,40.72403
27.29,86.25,41.846886
27.29,86.26,40.908283
27.29,86.27,40.347565
27.29,86.28,39.059864
27.29,86.29,38.776665
27.29,86.3,38.88297
27.29,86.31,40.22499
27.29,86.32000000000001,38.87931
27.29,86.33,38.54111
27.29,86.34,37.184097
27.29,86.35000000000001,38.452724
27.29,86.36,40.260754
27.29,86.37,39.88138
27.29,86.38,40.524166
27.29,86.39,37.88444
27.29,86.4,37.222546
27.29,86.41,33.542683
27.29,86.42,34.6794
27.29,86.43,36.61855
27.29,86.44,38.178314
27.29,86.45,38.20126
27.29,86.46000000000001,38.730457
27.29,86.47,39.827877
27.29,86.48,39.071136
27.29,86.49,39.214924
27.29,86.5,39.784428
27.29,86.51,40.256924
27.29,86.52,41.840336
27.29,86.53,42.30426
27.29,86.54,42.610832
27.29,86.55,44.04802
27.29,86.56,43.915314
27.29,86.57000000000001,43.49425
27.29,86.58,44.214565
27.29,86.59,44.341442
27.29,86.60000000000001,45.117542
27.29,86.61,43.8708
27.29,86.62,44.402477
27.29,86.63,44.055492
27.29,86.64,43.713562
27.29,86.65,43.046772
27.29,86.66,42.610928
27.29,86.67,41.78428
27.29,86.68,41.732533
27.29,86.69,43.03474
27.29,86.7,41.306587
27.29,86.71000000000001,38.91054
27.29,86.72,40.045033
27.29,86.73,42.511356
27.29,86.74,44.193855
27.29,86.75,45.13493
27.29,86.76,45.64506
27.29,86.77,47.03714
27.29,86.78,47.968197
27.29,86.79,48.36119
27.29,86.8,48.922646
27.29,86.81,49.533314
27.29,86.82000000000001,49.593075
27.29,86.83,50.323505
27.29,86.84,50.80442
27.29,86.85000000000001,51.18268
27.29,86.86,52.212082
27.29,86.87,52.831387
27.29,86.88,60.597363
27.29,86.89,60.60102
27.29,86.9,64.68197
27.29,86.91,64.5497
27.29,86.92,61.85867
27.29,86.93,60.97367
27.29,86.94,58.684166
27.29,86.95,57.303154
27.29,86.96000000000001,52.991703
27.29,86.97,53.472736
27.29,87.01,51.57274
27.29,87.04,52.747223
27.29,87.05,52.924572
27.29,87.06,51.550602
27.29,87.07000000000001,53.87912
27.29,87.08,53.03447
27.29,87.09,54.71984
27.29,87.10000000000001,54.321377
27.29,87.11,54.575397
27.29,87.12,54.367428
27.29,87.13,51.381016
27.29,87.14,50.220387
27.29,87.15,49.01699
27.29,87.16,48.3768
27.29,87.17,44.87759
27.29,87.18,44.499714
27.29,87.19,44.42861
27.29,87.2,46.38899
27.29,87.21000000000001,48.024723
27.29,87.22,48.237682
27.29,87.23,48.018143
27.29,87.24,47.917587
27.29,87.25,48.783127
27.29,87.26,48.52577
27.29,87.27,51.383713
27.29,87.28,53.165527
27.29,87.29,54.369095
27.29,87.3,55.369774
27.29,87.31,57.187645
27.29,87.32000000000001,57.436687
27.29,87.33,57.79026
27.29,87.34,58.416508
27.29,87.35000000000001,58.601303
27.29,87.36,58.371628
27.29,87.37,59.579258
27.29,87.38,58.98674
27.29,87.39,59.022472
27.29,87.4,60.333836
27.29,87.41,60.82906
27.29,87.42,61.034435
27.29,87.43,61.250805
27.29,87.44,62.165638
27.29,87.45,62.495247
27.29,87.46000000000001,62.494358
27.29,87.47,61.651592
27.29,87.48,61.03891
27.29,87.49,60.557926
27.29,87.5,59.67458
27.29,87.51,58.845978
27.29,87.56,60.308502
27.29,87.57000000000001,60.24494
27.29,87.58,61.15953
27.29,87.63,55.812595
27.29,87.64,56.615585
27.29,87.65,56.818893
27.29,87.66,57.342518
27.29,87.67,57.64687
27.29,87.68,55.581917
27.29,87.69,55.749157
27.29,87.7,58.263
27.29,87.71000000000001,58.521305
27.29,87.72,56.547092
27.29,87.73,55.954567
27.29,87.74,56.560097
27.29,87.75,55.916
27.29,87.76,53.722244
27.29,87.77,60.41117
27.29,87.78,60.291504
27.29,87.79,61.34123
27.29,87.8,62.738586
27.29,87.81,63.253532
27.29,87.82000000000001,63.143764
27.29,87.83,62.11404
27.29,87.84,63.301197
27.29,87.85000000000001,64.33811
27.29,87.86,64.74789
27.29,87.87,65.65693
27.29,87.88,64.64285
27.29,87.89,63.945885
27.29,87.9,63.795185
27.29,87.91,63.274208
27.29,87.92,62.932426
27.29,87.93,61.291664
27.29,87.94,60.017002
27.29,87.95,59.545017
27.29,87.96000000000001,60.526794
27.29,87.98,57.328785
27.3,84.64,50.011517
27.3,84.65,48.086315
27.3,84.98,44.18319
27.3,85.06,43.187534
27.3,85.18,44.79828
27.3,85.19,43.55178
27.3,85.2,46.103153
27.3,85.21000000000001,41.71893
27.3,85.22,37.5026
27.3,85.25,38.2338
27.3,85.27,38.86261
27.3,85.28,41.509438
27.3,85.3,42.216103
27.3,85.31,43.38095
27.3,85.32000000000001,40.222504
27.3,85.33,40.035324
27.3,85.35000000000001,37.366558
27.3,85.36,39.971416
27.3,85.37,42.90279
27.3,85.38,40.50457
27.3,85.39,37.02081
27.3,85.4,35.470684
27.3,85.41,40.981323
27.3,85.42,43.6801
27.3,85.43,38.500328
27.3,85.44,38.249695
27.3,85.45,37.49375
27.3,85.47,36.69856
27.3,85.52,37.205822
27.3,85.53,37.16098
27.3,85.54,37.533142
27.3,85.55,38.511982
27.3,85.56,39.349358
27.3,85.57000000000001,40.374886
27.3,85.58,40.340794
27.3,85.59,40.12467
27.3,85.60000000000001,39.897953
27.3,85.61,39.54794
27.3,85.62,39.710842
27.3,85.63,39.260555
27.3,85.64,39.274124
27.3,85.65,38.57897
27.3,85.66,38.21805
27.3,85.67,37.624718
27.3,85.68,37.834324
27.3,85.69,36.93957
27.3,85.7,37.455753
27.3,85.71000000000001,35.922997
27.3,85.73,38.681225
27.3,85.76,42.32196
27.3,85.77,39.70198
27.3,85.78,38.54978
27.3,85.8,36.80827
27.3,85.81,38.006176
27.3,85.82000000000001,36.696735
27.3,85.83,35.60865
27.3,85.84,35.947166
27.3,85.85000000000001,35.487377
27.3,85.86,35.902737
27.3,85.87,33.750362
27.3,85.88,35.133068
27.3,85.89,32.171585
27.3,85.9,34.269627
27.3,85.91,34.052612
27.3,85.92,35.14482
27.3,85.94,36.400116
27.3,85.95,36.47587
27.3,85.96000000000001,37.426334
27.3,85.97,39.484653
27.3,85.98,39.101433
27.3,85.99,38.877266
27.3,86.0,38.801617
27.3,86.01,40.22717
27.3,86.02,42.169254
27.3,86.03,42.199165
27.3,86.04,42.308495
27.3,86.05,41.93308
27.3,86.06,41.612537
27.3,86.07000000000001,41.588524
27.3,86.08,41.661667
27.3,86.09,41.642227
27.3,86.10000000000001,41.387337
27.3,86.11,40.43845
27.3,86.12,41.62455
27.3,86.13,41.20118
27.3,86.14,40.385376
27.3,86.15,40.737705
27.3,86.16,40.01249
27.3,86.17,41.540264
27.3,86.18,41.600758
27.3,86.19,39.921097
27.3,86.2,40.15639
27.3,86.21000000000001,39.029915
27.3,86.22,39.969563
27.3,86.23,41.39314
27.3,86.24,42.05841
27.3,86.25,40.24929
27.3,86.26,38.26776
27.3,86.27,39.555973
27.3,86.28,40.633
27.3,86.3,40.096313
27.3,86.31,40.12104
27.3,86.32000000000001,40.974873
27.3,86.33,41.732304
27.3,86.34,38.87631
27.3,86.35000000000001,37.591213
27.3,86.36,39.353863
27.3,86.37,39.235226
27.3,86.38,38.663113
27.3,86.39,36.65038
27.3,86.4,38.620712
27.3,86.41,38.127625
27.3,86.42,38.21806
27.3,86.43,38.52657
27.3,86.44,38.485146
27.3,86.45,37.523148
27.3,86.46000000000001,37.306324
27.3,86.47,39.123535
27.3,86.48,39.182903
27.3,86.49,40.189922
27.3,86.5,40.221794
27.3,86.51,40.626495
27.3,86.52,41.984676
27.3,86.53,42.06913
27.3,86.54,42.75479
27.3,86.55,43.903603
27.3,86.56,43.862663
27.3,86.57000000000001,44.18203
27.3,86.58,45.416786
27.3,86.59,44.934605
27.3,86.60000000000001,43.81107
27.3,86.61,44.569477
27.3,86.62,43.311302
27.3,86.63,44.20534
27.3,86.64,44.03259
27.3,86.65,41.576115
27.3,86.66,40.91882
27.3,86.67,39.583565
27.3,86.68,41.963093
27.3,86.69,42.26151
27.3,86.7,41.53094
27.3,86.71000000000001,40.875786
27.3,86.72,40.35737
27.3,86.73,42.23159
27.3,86.74,41.66171
27.3,86.75,44.866352
27.3,86.76,44.891438
27.3,86.77,45.92123
27.3,86.78,48.2474
27.3,86.79,49.803986
27.3,86.8,51.04568
27.3,86.81,52.300934
27.3,86.82000000000001,53.83328
27.3,86.83,57.228336
27.3,86.84,58.840347
27.3,86.85000000000001,61.710045
27.3,86.86,63.09982
27.3,86.87,68.327545
27.3,86.88,66.57385
27.3,86.89,66.4694
27.3,86.9,66.27849
27.3,86.91,63.228397
27.3,86.92,59.097675
27.3,86.93,57.149887
27.3,86.94,58.627956
27.3,86.95,57.481663
27.3,86.97,53.181503
27.3,87.03,54.813953
27.3,87.04,51.223892
27.3,87.05,52.041348
27.3,87.06,52.30556
27.3,87.07000000000001,51.705055
27.3,87.08,54.306915
27.3,87.09,55.2343
27.3,87.10000000000001,56.91777
27.3,87.11,56.864967
27.3,87.12,55.36146
27.3,87.13,53.51328
27.3,87.14,52.128532
27.3,87.15,49.32491
27.3,87.16,46.45553
27.3,87.17,43.999043
27.3,87.18,44.42195
27.3,87.19,44.824318
27.3,87.2,46.264862
27.3,87.21000000000001,47.4792
27.3,87.22,47.298317
27.3,87.23,48.655277
27.3,87.24,49.19103
27.3,87.25,48.458435
27.3,87.26,49.8665
27.3,87.27,51.058144
27.3,87.28,52.54978
27.3,87.29,52.51087
27.3,87.3,55.29779
27.3,87.31,56.213184
27.3,87.32000000000001,57.188545
27.3,87.33,57.51602
27.3,87.34,59.183907
27.3,87.35000000000001,59.826355
27.3,87.36,60.675835
27.3,87.37,61.37254
27.3,87.38,62.076714
27.3,87.39,62.576443
27.3,87.4,62.214497
27.3,87.41,63.694553
27.3,87.42,64.05206
27.3,87.43,62.428055
27.3,87.44,62.392757
27.3,87.45,63.51907
27.3,87.46000000000001,62.500954
27.3,87.47,61.94579
27.3,87.48,61.342907
27.3,87.49,60.120304
27.3,87.5,59.39329
27.3,87.51,58.660152
27.3,87.55,62.22846
27.3,87.56,61.48505
27.3,87.57000000000001,61.713062
27.3,87.58,60.121563
27.3,87.59,60.291363
27.3,87.60000000000001,61.158295
27.3,87.62,59.350082
27.3,87.64,57.657734
27.3,87.65,58.190746
27.3,87.66,57.626442
27.3,87.67,56.559444
27.3,87.68,56.125923
27.3,87.69,58.81738
27.3,87.7,58.67261
27.3,87.71000000000001,59.291676
27.3,87.72,58.086174
27.3,87.73,56.554188
27.3,87.74,56.78871
27.3,87.75,56.813625
27.3,87.76,54.77342
27.3,87.77,60.952602
27.3,87.78,61.443848
27.3,87.79,62.450287
27.3,87.8,62.701263
27.3,87.81,62.766857
27.3,87.82000000000001,63.982716
27.3,87.83,63.796955
27.3,87.84,64.08446
27.3,87.85000000000001,65.53621
27.3,87.86,64.35024
27.3,87.87,65.36857
27.3,87.88,64.16193
27.3,87.89,64.173416
27.3,87.9,63.56139
27.3,87.91,62.786297
27.3,87.92,62.728317
27.3,87.94,60.106663
27.3,87.95,60.67734
27.3,87.96000000000001,60.42017
27.3,87.97,61.42366
27.3,87.98,59.077957
27.310000000000002,84.63,48.80338
27.310000000000002,84.64,47.961197
27.310000000000002,84.65,49.056656
27.310000000000002,85.04,44.30535
27.310000000000002,85.05,43.91515
27.310000000000002,85.06,45.9874
27.310000000000002,85.07000000000001,40.59188
27.310000000000002,85.16,41.9532
27.310000000000002,85.17,42.295467
27.310000000000002,85.18,43.277054
27.310000000000002,85.19,37.680016
27.310000000000002,85.2,45.336
27.310000000000002,85.21000000000001,41.20241
27.310000000000002,85.22,35.89862
27.310000000000002,85.23,37.425762
27.310000000000002,85.24,40.747868
27.310000000000002,85.25,44.572033
27.310000000000002,85.26,42.094376
27.310000000000002,85.27,38.83206
27.310000000000002,85.29,40.94736
27.310000000000002,85.3,40.21874
27.310000000000002,85.31,43.693985
27.310000000000002,85.32000000000001,40.79114
27.310000000000002,85.33,39.25938
27.310000000000002,85.34,37.958847
27.310000000000002,85.36,37.8838
27.310000000000002,85.37,34.20494
27.310000000000002,85.38,37.165577
27.310000000000002,85.39,38.09658
27.310000000000002,85.4,39.04687
27.310000000000002,85.41,40.099045
27.310000000000002,85.42,39.002384
27.310000000000002,85.43,35.198868
27.310000000000002,85.44,36.928936
27.310000000000002,85.45,37.58328
27.310000000000002,85.46000000000001,35.48527
27.310000000000002,85.47,35.06452
27.310000000000002,85.48,35.730007
27.310000000000002,85.49,34.82131
27.310000000000002,85.52,37.78278
27.310000000000002,85.53,38.162754
27.310000000000002,85.54,38.515274
27.310000000000002,85.57000000000001,39.54034
27.310000000000002,85.58,38.62125
27.310000000000002,85.60000000000001,40.88927
27.310000000000002,85.61,37.937275
27.310000000000002,85.62,38.790253
27.310000000000002,85.63,38.59412
27.310000000000002,85.64,38.684612
27.310000000000002,85.65,38.617798
27.310000000000002,85.66,37.98039
27.310000000000002,85.67,37.18274
27.310000000000002,85.68,36.700916
27.310000000000002,85.69,37.375572
27.310000000000002,85.7,37.963367
27.310000000000002,85.71000000000001,37.58517
27.310000000000002,85.72,37.33324
27.310000000000002,85.76,38.993088
27.310000000000002,85.77,37.707703
27.310000000000002,85.78,40.15011
27.310000000000002,85.79,38.1856
27.310000000000002,85.8,37.841602
27.310000000000002,85.81,38.435795
27.310000000000002,85.82000000000001,36.786316
27.310000000000002,85.83,37.328022
27.310000000000002,85.84,36.92371
27.310000000000002,85.85000000000001,36.14472
27.310000000000002,85.86,35.841938
27.310000000000002,85.87,33.635715
27.310000000000002,85.88,34.701782
27.310000000000002,85.89,35.995102
27.310000000000002,85.93,36.08033
27.310000000000002,85.94,37.167713
27.310000000000002,85.95,38.00555
27.310000000000002,85.96000000000001,37.784714
27.310000000000002,85.97,38.115788
27.310000000000002,85.98,38.604153
27.310000000000002,85.99,40.9558
27.310000000000002,86.0,40.36086
27.310000000000002,86.01,42.390358
27.310000000000002,86.02,42.739216
27.310000000000002,86.03,41.579838
27.310000000000002,86.04,41.147556
27.310000000000002,86.05,42.093166
27.310000000000002,86.06,41.713955
27.310000000000002,86.07000000000001,42.34588
27.310000000000002,86.08,41.3536
27.310000000000002,86.09,39.98002
27.310000000000002,86.10000000000001,39.421024
27.310000000000002,86.11,39.754097
27.310000000000002,86.12,40.606327
27.310000000000002,86.13,41.38839
27.310000000000002,86.14,39.9496
27.310000000000002,86.15,41.192383
27.310000000000002,86.16,40.752995
27.310000000000002,86.17,39.843754
27.310000000000002,86.18,38.952072
27.310000000000002,86.19,41.17989
27.310000000000002,86.2,42.375904
27.310000000000002,86.21000000000001,40.768475
27.310000000000002,86.22,41.43475
27.310000000000002,86.23,41.166954
27.310000000000002,86.24,40.373543
27.310000000000002,86.25,42.23587
27.310000000000002,86.26,40.417465
27.310000000000002,86.27,41.110947
27.310000000000002,86.28,41.191116
27.310000000000002,86.29,41.227654
27.310000000000002,86.3,39.95252
27.310000000000002,86.31,39.016434
27.310000000000002,86.32000000000001,39.781296
27.310000000000002,86.33,39.987076
27.310000000000002,86.34,41.36761
27.310000000000002,86.35000000000001,40.52129
27.310000000000002,86.36,39.7219
27.310000000000002,86.37,40.49516
27.310000000000002,86.38,40.68481
27.310000000000002,86.39,36.582027
27.310000000000002,86.4,34.499523
27.310000000000002,86.41,35.638504
27.310000000000002,86.42,35.814857
27.310000000000002,86.43,38.15724
27.310000000000002,86.44,38.449314
27.310000000000002,86.45,39.18356
27.310000000000002,86.46000000000001,37.72109
27.310000000000002,86.47,41.635468
27.310000000000002,86.48,40.140026
27.310000000000002,86.49,39.804462
27.310000000000002,86.5,41.427486
27.310000000000002,86.51,41.09145
27.310000000000002,86.52,41.329334
27.310000000000002,86.53,42.675285
27.310000000000002,86.54,43.340046
27.310000000000002,86.55,43.102345
27.310000000000002,86.56,44.06563
27.310000000000002,86.57000000000001,44.724255
27.310000000000002,86.58,45.890392
27.310000000000002,86.59,44.126774
27.310000000000002,86.60000000000001,44.13774
27.310000000000002,86.61,42.43383
27.310000000000002,86.62,42.875454
27.310000000000002,86.63,42.555286
27.310000000000002,86.64,42.840992
27.310000000000002,86.65,37.520554
27.310000000000002,86.66,38.656666
27.310000000000002,86.67,36.28339
27.310000000000002,86.68,38.537277
27.310000000000002,86.69,41.265163
27.310000000000002,86.7,41.589874
27.310000000000002,86.71000000000001,41.36645
27.310000000000002,86.72,42.03151
27.310000000000002,86.73,43.10412
27.310000000000002,86.74,42.31122
27.310000000000002,86.75,42.520145
27.310000000000002,86.76,45.491707
27.310000000000002,86.77,48.52788
27.310000000000002,86.78,54.432873
27.310000000000002,86.79,57.222687
27.310000000000002,86.8,58.94198
27.310000000000002,86.81,58.735565
27.310000000000002,86.82000000000001,58.24144
27.310000000000002,86.83,58.03137
27.310000000000002,86.84,64.09699
27.310000000000002,86.85000000000001,62.528866
27.310000000000002,86.86,63.865246
27.310000000000002,86.87,64.149734
27.310000000000002,86.88,64.18547
27.310000000000002,86.89,63.501774
27.310000000000002,86.9,63.907368
27.310000000000002,86.91,62.724003
27.310000000000002,86.92,59.049576
27.310000000000002,87.03,52.855568
27.310000000000002,87.04,52.729824
27.310000000000002,87.05,53.145145
27.310000000000002,87.06,52.456795
27.310000000000002,87.07000000000001,50.809364
27.310000000000002,87.08,52.175617
27.310000000000002,87.09,52.42373
27.310000000000002,87.10000000000001,53.55127
27.310000000000002,87.11,53.916683
27.310000000000002,87.12,52.79755
27.310000000000002,87.13,51.240242
27.310000000000002,87.14,51.185684
27.310000000000002,87.15,46.910522
27.310000000000002,87.16,45.314243
27.310000000000002,87.17,45.100513
27.310000000000002,87.18,44.28719
27.310000000000002,87.19,46.2278
27.310000000000002,87.2,45.853443
27.310000000000002,87.21000000000001,47.397003
27.310000000000002,87.22,50.187195
27.310000000000002,87.23,50.07024
27.310000000000002,87.24,48.23161
27.310000000000002,87.25,49.169582
27.310000000000002,87.26,52.118668
27.310000000000002,87.27,54.15704
27.310000000000002,87.28,54.06942
27.310000000000002,87.29,53.57516
27.310000000000002,87.3,53.85144
27.310000000000002,87.31,54.288834
27.310000000000002,87.32000000000001,56.529526
27.310000000000002,87.33,57.358253
27.310000000000002,87.34,59.312824
27.310000000000002,87.35000000000001,59.67366
27.310000000000002,87.36,60.86905
27.310000000000002,87.37,62.186787
27.310000000000002,87.38,62.232872
27.310000000000002,87.39,63.7615
27.310000000000002,87.4,63.542423
27.310000000000002,87.41,63.24741
27.310000000000002,87.42,63.128304
27.310000000000002,87.43,63.237915
27.310000000000002,87.44,63.21621
27.310000000000002,87.45,62.89051
27.310000000000002,87.46000000000001,63.738117
27.310000000000002,87.47,61.118458
27.310000000000002,87.48,62.35578
27.310000000000002,87.49,59.50055
27.310000000000002,87.5,60.517197
27.310000000000002,87.51,61.44086
27.310000000000002,87.52,61.08812
27.310000000000002,87.55,62.005943
27.310000000000002,87.56,62.252846
27.310000000000002,87.57000000000001,61.991028
27.310000000000002,87.58,62.153473
27.310000000000002,87.59,60.18628
27.310000000000002,87.60000000000001,61.41635
27.310000000000002,87.61,62.123596
27.310000000000002,87.62,60.00549
27.310000000000002,87.64,59.15835
27.310000000000002,87.65,57.434082
27.310000000000002,87.66,56.735165
27.310000000000002,87.67,57.440926
27.310000000000002,87.68,58.705105
27.310000000000002,87.69,60.182262
27.310000000000002,87.7,60.463573
27.310000000000002,87.71000000000001,59.243317
27.310000000000002,87.72,58.73305
27.310000000000002,87.73,59.034035
27.310000000000002,87.74,58.513172
27.310000000000002,87.75,58.88434
27.310000000000002,87.76,58.61608
27.310000000000002,87.77,59.64057
27.310000000000002,87.78,60.13743
27.310000000000002,87.8,60.441814
27.310000000000002,87.81,63.115894
27.310000000000002,87.82000000000001,63.388027
27.310000000000002,87.83,64.353386
27.310000000000002,87.84,63.322964
27.310000000000002,87.85000000000001,62.83016
27.310000000000002,87.86,63.381577
27.310000000000002,87.87,64.91377
27.310000000000002,87.89,61.58896
27.310000000000002,87.9,63.873028
27.310000000000002,87.91,62.599476
27.310000000000002,87.94,61.83147
27.310000000000002,87.95,62.70072
27.310000000000002,87.96000000000001,60.84221
27.310000000000002,87.97,61.03014
27.32,84.63,49.815582
27.32,84.64,50.135956
27.32,84.65,50.20135
27.32,85.05,44.419846
27.32,85.06,41.541924
27.32,85.07000000000001,43.299156
27.32,85.08,41.010063
27.32,85.13,42.02376
27.32,85.14,42.90856
27.32,85.15,43.293266
27.32,85.16,40.400322
27.32,85.17,38.907116
27.32,85.18,42.83793
27.32,85.19,43.688713
27.32,85.2,43.228844
27.32,85.21000000000001,41.354374
27.32,85.22,38.88705
27.32,85.23,36.21155
27.32,85.24,43.432835
27.32,85.25,40.868114
27.32,85.26,39.466583
27.32,85.27,37.922886
27.32,85.28,35.813255
27.32,85.29,36.58886
27.32,85.3,39.845585
27.32,85.31,34.770016
27.32,85.32000000000001,38.940132
27.32,85.33,39.84092
27.32,85.34,38.017174
27.32,85.35000000000001,38.082836
27.32,85.36,37.82494
27.32,85.37,34.588444
27.32,85.38,32.394073
27.32,85.39,35.238693
27.32,85.4,42.243763
27.32,85.41,42.38968
27.32,85.42,36.91552
27.32,85.44,34.559807
27.32,85.45,35.76983
27.32,85.46000000000001,35.88966
27.32,85.47,35.291077
27.32,85.48,35.152485
27.32,85.49,35.428474
27.32,85.5,35.359863
27.32,85.51,35.644665
27.32,85.52,35.84684
27.32,85.53,37.195213
27.32,85.59,38.53614
27.32,85.63,37.71648
27.32,85.64,39.29597
27.32,85.65,38.457275
27.32,85.66,38.255035
27.32,85.67,36.862522
27.32,85.68,37.615387
27.32,85.69,37.965748
27.32,85.7,37.512005
27.32,85.71000000000001,37.614
27.32,85.74,40.54734
27.32,85.75,38.614517
27.32,85.76,38.685303
27.32,85.77,38.240025
27.32,85.78,39.78666
27.32,85.79,39.697468
27.32,85.8,39.758762
27.32,85.81,39.955917
27.32,85.82000000000001,38.17672
27.32,85.83,39.8811
27.32,85.84,36.605995
27.32,85.85000000000001,35.34715
27.32,85.86,36.676334
27.32,85.87,34.88603
27.32,85.88,34.768272
27.32,85.9,36.10969
27.32,85.91,36.422356
27.32,85.92,36.61825
27.32,85.93,36.757393
27.32,85.94,37.194576
27.32,85.95,37.543694
27.32,85.96000000000001,37.12733
27.32,85.97,37.45096
27.32,85.98,40.21045
27.32,85.99,41.099964
27.32,86.0,40.62158
27.32,86.01,41.997906
27.32,86.02,41.31492
27.32,86.03,41.3275
27.32,86.04,41.12719
27.32,86.05,41.498653
27.32,86.06,42.30396
27.32,86.07000000000001,41.12035
27.32,86.08,40.523384
27.32,86.09,40.38522
27.32,86.10000000000001,40.30224
27.32,86.11,40.56146
27.32,86.12,40.54165
27.32,86.13,39.723156
27.32,86.14,40.667023
27.32,86.15,39.276543
27.32,86.16,40.104633
27.32,86.17,38.972755
27.32,86.19,40.03226
27.32,86.2,39.5852
27.32,86.21000000000001,41.01611
27.32,86.22,40.561337
27.32,86.23,40.23465
27.32,86.24,40.363968
27.32,86.25,41.199516
27.32,86.26,40.816235
27.32,86.27,40.534477
27.32,86.28,39.667107
27.32,86.29,40.8097
27.32,86.3,39.75404
27.32,86.31,38.404408
27.32,86.32000000000001,37.92137
27.32,86.33,39.810654
27.32,86.34,41.58176
27.32,86.35000000000001,41.53966
27.32,86.36,40.972176
27.32,86.37,40.248066
27.32,86.38,40.078384
27.32,86.39,41.392097
27.32,86.4,38.267277
27.32,86.41,37.55588
27.32,86.42,39.479713
27.32,86.43,39.871754
27.32,86.44,39.01812
27.32,86.45,39.193905
27.32,86.46000000000001,39.014915
27.32,86.47,39.88732
27.32,86.48,41.780342
27.32,86.49,40.190662
27.32,86.5,41.309742
27.32,86.51,42.094696
27.32,86.52,42.024437
27.32,86.53,42.00779
27.32,86.54,42.56572
27.32,86.55,43.081936
27.32,86.56,44.098515
27.32,86.57000000000001,44.92551
27.32,86.58,45.324284
27.32,86.59,45.095947
27.32,86.60000000000001,45.36449
27.32,86.61,43.67519
27.32,86.62,43.872036
27.32,86.63,42.599228
27.32,86.64,41.476315
27.32,86.65,39.845596
27.32,86.66,39.883057
27.32,86.67,39.26731
27.32,86.68,39.4813
27.32,86.69,40.450287
27.32,86.7,42.998234
27.32,86.71000000000001,43.515278
27.32,86.72,44.264114
27.32,86.73,45.181
27.32,86.74,45.837883
27.32,86.75,46.75867
27.32,86.76,48.065346
27.32,86.77,53.74091
27.32,86.78,56.721493
27.32,86.79,58.05859
27.32,86.8,56.3801
27.32,86.81,54.86377
27.32,86.82000000000001,55.290356
27.32,86.83,56.580288
27.32,86.84,60.97907
27.32,86.85000000000001,63.329605
27.32,86.86,65.84816
27.32,86.88,63.300632
27.32,86.89,62.204006
27.32,86.9,64.82553
27.32,86.91,60.52753
27.32,86.92,58.729706
27.32,86.93,58.2072
27.32,87.04,51.4617
27.32,87.05,54.238914
27.32,87.06,51.094307
27.32,87.07000000000001,51.0389
27.32,87.08,53.536713
27.32,87.09,55.54185
27.32,87.10000000000001,58.040512
27.32,87.11,56.70106
27.32,87.12,54.004204
27.32,87.13,50.624435
27.32,87.14,48.53637
27.32,87.15,45.876038
27.32,87.16,44.810123
27.32,87.17,44.132023
27.32,87.18,44.06853
27.32,87.19,46.20141
27.32,87.2,46.095886
27.32,87.21000000000001,48.380814
27.32,87.22,49.303596
27.32,87.23,48.596092
27.32,87.24,48.47098
27.32,87.25,50.242107
27.32,87.26,53.41618
27.32,87.27,54.92832
27.32,87.28,55.34534
27.32,87.29,54.40598
27.32,87.3,55.118282
27.32,87.31,56.066322
27.32,87.32000000000001,56.47427
27.32,87.33,57.20153
27.32,87.34,58.546276
27.32,87.35000000000001,59.579704
27.32,87.36,61.688564
27.32,87.37,62.70905
27.32,87.39,61.472343
27.32,87.4,62.989883
27.32,87.41,63.256325
27.32,87.42,63.788765
27.32,87.43,62.58359
27.32,87.44,63.368874
27.32,87.45,62.621746
27.32,87.49,60.096252
27.32,87.5,61.223347
27.32,87.51,61.799084
27.32,87.52,62.2257
27.32,87.53,61.60564
27.32,87.56,62.753616
27.32,87.57000000000001,61.448692
27.32,87.58,62.174465
27.32,87.59,61.227776
27.32,87.60000000000001,61.2705
27.32,87.61,61.731697
27.32,87.62,61.399258
27.32,87.63,60.15291
27.32,87.64,59.2614
27.32,87.65,58.290882
27.32,87.66,57.01313
27.32,87.67,61.047676
27.32,87.68,61.408306
27.32,87.69,60.63631
27.32,87.7,60.508606
27.32,87.71000000000001,59.07728
27.32,87.72,59.42306
27.32,87.73,58.68811
27.32,87.74,58.95528
27.32,87.75,58.936882
27.32,87.76,59.933907
27.32,87.77,58.69601
27.32,87.79,61.09988
27.32,87.81,62.85673
27.32,87.82000000000001,62.99369
27.32,87.83,64.40021
27.32,87.84,64.165794
27.32,87.85000000000001,63.738724
27.32,87.86,64.7218
27.32,87.87,64.58587
27.32,87.92,60.56584
27.32,87.96000000000001,60.726505
27.32,87.97,61.306374
27.32,87.98,61.372887
27.32,87.99,62.899548
27.32,88.03,56.12502
27.330000000000002,83.29,25.91204
27.330000000000002,83.3,27.726562
27.330000000000002,83.31,28.016596
27.330000000000002,83.32000000000001,27.950695
27.330000000000002,83.33,28.482685
27.330000000000002,83.34,30.239775
27.330000000000002,84.61,52.60153
27.330000000000002,84.62,50.846725
27.330000000000002,84.63,50.52962
27.330000000000002,84.64,49.84604
27.330000000000002,85.04,41.993793
27.330000000000002,85.05,43.3735
27.330000000000002,85.06,43.359756
27.330000000000002,85.07000000000001,39.478233
27.330000000000002,85.08,41.463604
27.330000000000002,85.09,39.287968
27.330000000000002,85.10000000000001,40.22208
