latitude,longitude,p2o5
27.400000000000002,86.42,88.468216
27.400000000000002,86.43,80.03073
27.400000000000002,86.44,84.217026
27.400000000000002,86.45,80.94398
27.400000000000002,86.46000000000001,76.47767
27.400000000000002,86.47,76.78344
27.400000000000002,86.48,83.14418
27.400000000000002,86.49,85.22719
27.400000000000002,86.5,85.66156
27.400000000000002,86.51,100.01375
27.400000000000002,86.52,89.69187
27.400000000000002,86.53,79.02341
27.400000000000002,86.54,82.87937
27.400000000000002,86.55,70.7358
27.400000000000002,86.56,96.599266
27.400000000000002,86.57000000000001,113.58418
27.400000000000002,86.58,118.69636
27.400000000000002,86.59,117.08827
27.400000000000002,86.60000000000001,140.1323
27.400000000000002,86.61,179.55495
27.400000000000002,86.62,160.79857
27.400000000000002,86.63,145.89543
27.400000000000002,86.64,136.87732
27.400000000000002,86.65,135.84207
27.400000000000002,86.66,165.01117
27.400000000000002,86.67,147.85834
27.400000000000002,86.68,145.21324
27.400000000000002,86.69,117.25618
27.400000000000002,86.7,101.984856
27.400000000000002,86.71000000000001,118.41088
27.400000000000002,86.72,117.019936
27.400000000000002,86.73,99.87271
27.400000000000002,86.74,108.205605
27.400000000000002,86.75,110.6275
27.400000000000002,86.76,108.29104
27.400000000000002,86.77,112.74507
27.400000000000002,86.78,118.57974
27.400000000000002,86.79,117.94729
27.400000000000002,86.8,111.0001
27.400000000000002,86.81,114.81167
27.400000000000002,86.87,105.14435
27.400000000000002,86.91,106.81427
27.400000000000002,86.92,107.89844
27.400000000000002,86.93,107.36887
27.400000000000002,86.96000000000001,107.39481
27.400000000000002,86.97,101.30945
27.400000000000002,86.98,99.33357
27.400000000000002,86.99,100.51035
27.400000000000002,87.0,91.02723
27.400000000000002,87.01,87.02701
27.400000000000002,87.02,89.71409
27.400000000000002,87.03,88.61637
27.400000000000002,87.04,86.70766
27.400000000000002,87.05,77.03435
27.400000000000002,87.06,85.47025
27.400000000000002,87.07000000000001,91.1313
27.400000000000002,87.08,96.34118
27.400000000000002,87.09,98.80177
27.400000000000002,87.10000000000001,82.750374
27.400000000000002,87.11,88.039345
27.400000000000002,87.12,109.405205
27.400000000000002,87.13,73.66874
27.400000000000002,87.14,55.31428
27.400000000000002,87.15,54.68908
27.400000000000002,87.16,53.853504
27.400000000000002,87.17,47.58084
27.400000000000002,87.18,44.967724
27.400000000000002,87.19,46.83297
27.400000000000002,87.2,46.19474
27.400000000000002,87.21000000000001,49.48597
27.400000000000002,87.22,44.115932
27.400000000000002,87.23,46.86997
27.400000000000002,87.24,44.868347
27.400000000000002,87.25,52.275738
27.400000000000002,87.26,40.9836
27.400000000000002,87.27,42.573143
27.400000000000002,87.28,51.420555
27.400000000000002,87.29,52.607018
27.400000000000002,87.3,64.18391
27.400000000000002,87.31,63.484463
27.400000000000002,87.33,76.40796
27.400000000000002,87.47,140.02483
27.400000000000002,87.48,149.37985
27.400000000000002,87.49,172.09326
27.400000000000002,87.51,204.28448
27.400000000000002,87.52,208.87569
27.400000000000002,87.53,214.18372
27.400000000000002,87.54,215.22633
27.400000000000002,87.55,200.59879
27.400000000000002,87.56,197.26172
27.400000000000002,87.57000000000001,179.24065
27.400000000000002,87.58,178.98114
27.400000000000002,87.59,185.10176
27.400000000000002,87.61,143.45833
27.400000000000002,87.62,150.58704
27.400000000000002,87.63,131.41434
27.400000000000002,87.64,118.79251
27.400000000000002,87.65,105.11628
27.400000000000002,87.66,97.84613
27.400000000000002,87.67,109.179405
27.400000000000002,87.68,117.28235
27.400000000000002,87.7,142.07948
27.400000000000002,87.71000000000001,124.472946
27.400000000000002,87.73,116.260284
27.400000000000002,87.75,147.42851
27.400000000000002,87.76,122.746475
27.400000000000002,87.77,132.17061
27.400000000000002,87.78,150.8148
27.400000000000002,87.79,97.79327
27.400000000000002,87.82000000000001,146.591
27.400000000000002,87.85000000000001,135.50174
27.400000000000002,87.86,96.5853
27.400000000000002,87.88,111.080666
27.400000000000002,87.89,104.24748
27.400000000000002,87.91,146.71104
27.41,83.21000000000001,47.493088
27.41,83.22,47.647102
27.41,83.23,45.552406
27.41,83.24,45.19568
27.41,83.25,45.18233
27.41,83.26,46.542572
27.41,83.27,47.756138
27.41,83.28,49.217255
27.41,83.29,49.41301
27.41,83.3,46.55316
27.41,83.31,46.81559
27.41,83.32000000000001,48.301662
27.41,83.33,48.5902
27.41,83.34,50.348915
27.41,83.35000000000001,52.905613
27.41,83.36,55.288067
27.41,83.37,62.441895
27.41,83.38,63.676945
27.41,83.39,63.450596
27.41,83.4,63.946213
27.41,83.72,19.523466
27.41,83.73,26.740944
27.41,83.74,21.624308
27.41,83.75,23.792538
27.41,83.76,24.313084
27.41,83.77,29.465405
27.41,83.78,34.173035
27.41,83.79,35.376274
27.41,83.8,39.817013
27.41,83.81,49.611416
27.41,83.82000000000001,45.59866
27.41,83.83,44.03374
27.41,83.84,40.33498
27.41,83.85000000000001,45.312206
27.41,83.86,48.488705
27.41,83.87,47.449806
27.41,84.3,89.01286
27.41,84.38,75.10348
27.41,84.4,88.47382
27.41,84.41,87.194
27.41,84.42,88.30706
27.41,84.44,91.02956
27.41,84.45,92.76162
27.41,84.46000000000001,89.854454
27.41,84.47,96.7681
27.41,84.48,94.49062
27.41,84.49,94.50224
27.41,84.87,104.99937
27.41,84.88,102.53642
27.41,84.89,113.47728
27.41,84.9,105.667076
27.41,84.91,98.0544
27.41,84.92,86.49046
27.41,84.93,90.957504
27.41,84.94,91.2387
27.41,84.95,95.02823
27.41,84.96000000000001,109.941696
27.41,84.97,93.81949
27.41,84.98,94.53759
27.41,84.99,100.77565
27.41,85.0,115.46732
27.41,85.01,127.344666
27.41,85.02,125.17813
27.41,85.03,129.89061
27.41,85.04,126.7421
27.41,85.05,134.14838
27.41,85.06,106.512566
27.41,85.07000000000001,91.06277
27.41,85.08,82.82399
27.41,85.09,88.92041
27.41,85.10000000000001,100.38299
27.41,85.11,99.895
27.41,85.12,106.67799
27.41,85.13,106.29692
27.41,85.14,116.20217
27.41,85.15,116.51171
27.41,85.16,124.05179
27.41,85.17,132.26535
27.41,85.18,128.36304
27.41,85.19,132.22668
27.41,85.2,131.99695
27.41,85.21000000000001,129.41725
27.41,85.22,127.00158
27.41,85.23,138.93701
27.41,85.24,129.20326
27.41,85.25,130.02951
27.41,85.26,122.79293
27.41,85.27,123.28655
27.41,85.28,116.12456
27.41,85.29,118.51298
27.41,85.3,113.94817
27.41,85.31,119.33811
27.41,85.32000000000001,119.78859
27.41,85.33,106.12541
27.41,85.34,114.46779
27.41,85.35000000000001,123.826385
27.41,85.36,116.86332
27.41,85.37,112.54381
27.41,85.38,109.27558
27.41,85.39,115.53704
27.41,85.4,116.77691
27.41,85.41,111.38705
27.41,85.42,116.19233
27.41,85.43,121.25935
27.41,85.44,118.68708
27.41,85.45,117.50025
27.41,85.46000000000001,119.870865
27.41,85.47,113.329185
27.41,85.48,116.01725
27.41,85.49,107.5919
27.41,85.5,100.18244
27.41,85.51,101.870964
27.41,85.52,107.39564
27.41,85.53,110.11641
27.41,85.54,104.01016
27.41,85.55,96.57081
27.41,85.56,100.09936
27.41,85.57000000000001,110.836334
27.41,85.60000000000001,118.34555
27.41,85.62,96.21518
27.41,85.63,94.90577
27.41,85.64,84.689156
27.41,85.65,94.29503
27.41,85.66,89.23971
27.41,85.67,87.83278
27.41,85.68,88.28683
27.41,85.71000000000001,77.575615
27.41,85.72,67.569046
27.41,85.73,72.812546
27.41,85.74,68.866585
27.41,85.75,63.912823
27.41,85.76,72.53304
27.41,85.77,66.73196
27.41,85.78,69.33596
27.41,85.79,75.18561
27.41,85.8,71.74241
27.41,85.81,73.69441
27.41,85.82000000000001,65.16316
27.41,85.83,66.61357
27.41,85.84,66.772896
27.41,85.85000000000001,68.94651
27.41,85.86,62.7486
27.41,85.87,54.42903
27.41,85.88,53.829
27.41,85.89,59.67672
27.41,85.9,71.86949
27.41,85.91,69.83889
27.41,85.92,68.65347
27.41,85.93,64.749245
27.41,85.94,73.52228
27.41,85.95,79.121925
27.41,85.96000000000001,65.22584
27.41,85.97,64.59952
27.41,85.98,64.44554
27.41,85.99,74.17906
27.41,86.0,81.05681
27.41,86.01,86.884705
27.41,86.02,87.79259
27.41,86.03,78.21401
27.41,86.04,74.77919
27.41,86.05,75.41156
27.41,86.06,83.11488
27.41,86.07000000000001,77.61545
27.41,86.08,81.17708
27.41,86.09,81.285225
27.41,86.10000000000001,88.54873
27.41,86.11,95.06332
27.41,86.12,99.475266
27.41,86.13,82.248085
27.41,86.14,81.42617
27.41,86.15,97.95407
27.41,86.16,82.38053
27.41,86.17,99.109886
27.41,86.18,95.832726
27.41,86.19,99.5367
27.41,86.2,96.997536
27.41,86.21000000000001,101.806404
27.41,86.22,101.13473
27.41,86.23,100.09826
27.41,86.24,97.76688
27.41,86.25,91.44811
27.41,86.26,93.40201
27.41,86.27,89.96243
27.41,86.28,81.31279
27.41,86.29,84.66082
27.41,86.3,78.62125
27.41,86.31,71.27543
27.41,86.32000000000001,76.42616
27.41,86.33,90.37494
27.41,86.35000000000001,97.294914
27.41,86.36,85.527214
27.41,86.37,88.17283
27.41,86.38,95.55411
27.41,86.39,88.95073
27.41,86.4,88.29326
27.41,86.41,93.22956
27.41,86.42,98.82771
27.41,86.43,88.540115
27.41,86.44,110.585075
27.41,86.45,81.09551
27.41,86.46000000000001,81.65673
27.41,86.47,81.01183
27.41,86.48,72.067924
27.41,86.49,100.51739
27.41,86.5,75.38334
27.41,86.51,89.99088
27.41,86.52,80.826126
27.41,86.53,70.4375
27.41,86.54,76.3155
27.41,86.55,79.67526
27.41,86.58,111.82167
27.41,86.59,107.64762
27.41,86.60000000000001,139.8792
27.41,86.61,148.86676
27.41,86.62,145.79617
27.41,86.63,123.63393
27.41,86.64,102.05594
27.41,86.65,121.8866
27.41,86.66,137.27638
27.41,86.67,146.97652
27.41,86.68,149.61964
27.41,86.69,137.77475
27.41,86.7,129.47209
27.41,86.71000000000001,123.032104
27.41,86.72,107.85764
27.41,86.73,112.09446
27.41,86.74,127.17526
27.41,86.75,116.977974
27.41,86.76,133.53569
27.41,86.77,137.78987
27.41,86.79,110.63083
27.41,86.8,121.71982
27.41,86.85000000000001,113.74754
27.41,86.91,112.70478
27.41,86.92,95.83883
27.41,86.93,104.27095
27.41,86.94,115.83197
27.41,86.95,124.23606
27.41,86.96000000000001,120.07313
27.41,86.97,105.824326
27.41,86.98,109.09205
27.41,86.99,108.95313
27.41,87.0,113.51956
27.41,87.01,94.00436
27.41,87.02,92.148415
27.41,87.03,93.151695
27.41,87.04,87.80189
27.41,87.05,80.62574
27.41,87.06,80.902
27.41,87.07000000000001,79.88464
27.41,87.08,86.9431
27.41,87.09,92.81092
27.41,87.10000000000001,87.19839
27.41,87.11,88.12857
27.41,87.12,87.90761
27.41,87.13,55.898426
27.41,87.14,47.263054
27.41,87.15,53.176773
27.41,87.16,48.322296
27.41,87.17,51.99339
27.41,87.18,47.96479
27.41,87.19,42.225967
27.41,87.2,47.79207
27.41,87.21000000000001,46.42328
27.41,87.22,52.85613
27.41,87.23,49.85794
27.41,87.24,47.97802
27.41,87.25,50.914772
27.41,87.26,44.82994
27.41,87.27,48.68335
27.41,87.28,44.634476
27.41,87.29,56.656967
27.41,87.3,59.300663
27.41,87.31,54.117096
27.41,87.32000000000001,67.119514
27.41,87.33,52.629986
27.41,87.34,76.08719
27.41,87.35000000000001,73.44199
27.41,87.47,166.70526
27.41,87.48,155.54077
27.41,87.49,152.46376
27.41,87.5,166.82423
27.41,87.51,191.36226
27.41,87.52,204.47899
27.41,87.53,209.93945
27.41,87.54,202.31279
27.41,87.58,160.57982
27.41,87.59,161.85408
27.41,87.60000000000001,129.1405
27.41,87.61,147.00565
27.41,87.62,136.68504
27.41,87.63,151.31462
27.41,87.64,133.92934
27.41,87.65,109.195465
27.41,87.66,97.68436
27.41,87.67,105.24743
27.41,87.68,105.22586
27.41,87.71000000000001,119.336105
27.41,87.72,140.29277
27.41,87.73,119.11168
27.41,87.74,154.64879
27.41,87.75,135.55452
27.41,87.82000000000001,117.8051
27.41,87.83,96.95876
27.41,87.84,96.72013
27.41,87.85000000000001,84.78133
27.41,87.86,89.269485
27.41,87.87,104.603775
27.41,87.89,112.64168
27.41,87.91,185.30336
27.41,87.92,174.45297
27.41,87.93,113.10314
27.41,87.94,110.05031
27.42,83.2,41.905792
27.42,83.21000000000001,45.803783
27.42,83.22,46.697636
27.42,83.23,45.62396
27.42,83.24,46.256203
27.42,83.25,45.405006
27.42,83.26,45.023586
27.42,83.27,45.74314
27.42,83.28,48.865955
27.42,83.29,47.195328
27.42,83.3,49.70724
27.42,83.31,49.43929
27.42,83.32000000000001,48.966866
27.42,83.33,48.42938
27.42,83.34,50.870174
27.42,83.35000000000001,51.36381
27.42,83.36,53.612682
27.42,83.37,61.465164
27.42,83.38,62.204063
27.42,83.39,66.32195
27.42,83.4,65.30022
27.42,83.7,26.681358
27.42,83.71000000000001,21.924608
27.42,83.72,17.057894
27.42,83.73,19.444513
27.42,83.74,20.060703
27.42,83.75,19.879385
27.42,83.76,19.288889
27.42,83.77,20.656765
27.42,83.78,25.524443
27.42,83.79,32.889896
27.42,83.8,30.865265
27.42,83.81,40.11526
27.42,83.82000000000001,51.52022
27.42,83.83,49.874756
27.42,83.84,43.24176
27.42,83.85000000000001,48.071114
27.42,83.86,55.573593
27.42,84.28,89.89225
27.42,84.29,91.79243
27.42,84.3,89.28933
27.42,84.33,92.279686
27.42,84.34,90.20516
27.42,84.35000000000001,87.51412
27.42,84.36,86.12491
27.42,84.37,88.60846
27.42,84.38,82.32914
27.42,84.39,79.51392
27.42,84.4,83.917786
27.42,84.41,85.855675
27.42,84.42,88.204094
27.42,84.43,90.75321
27.42,84.44,91.0312
27.42,84.45,86.77236
27.42,84.87,110.38106
27.42,84.88,109.84417
27.42,84.89,108.98016
27.42,84.9,107.44182
27.42,84.91,108.95152
27.42,84.92,110.81881
27.42,84.93,107.97528
27.42,84.94,99.04041
27.42,84.95,122.25884
27.42,84.96000000000001,107.411545
27.42,84.97,122.19992
27.42,84.98,130.5181
27.42,84.99,127.553734
27.42,85.0,128.97057
27.42,85.01,131.66016
27.42,85.02,116.578835
27.42,85.03,130.9345
27.42,85.04,138.69148
27.42,85.05,111.10305
27.42,85.06,82.36363
27.42,85.07000000000001,83.92999
27.42,85.08,86.28901
27.42,85.09,96.00699
27.42,85.10000000000001,102.241066
27.42,85.11,114.7716
27.42,85.12,118.378006
27.42,85.13,126.91337
27.42,85.14,127.924484
27.42,85.15,127.463585
27.42,85.16,128.27303
27.42,85.17,127.88651
27.42,85.18,136.80588
27.42,85.19,137.03499
27.42,85.2,141.98085
27.42,85.21000000000001,130.06676
27.42,85.22,131.46986
27.42,85.26,120.46632
27.42,85.27,132.68251
27.42,85.3,129.59528
27.42,85.32000000000001,126.350746
27.42,85.33,111.30521
27.42,85.34,112.600586
27.42,85.35000000000001,111.92712
27.42,85.36,112.42413
27.42,85.37,112.284355
27.42,85.38,113.737885
27.42,85.39,127.96255
27.42,85.4,132.14368
27.42,85.42,127.21907
27.42,85.43,129.5702
27.42,85.44,126.060005
27.42,85.45,122.46474
27.42,85.46000000000001,126.29656
27.42,85.47,137.17415
27.42,85.48,117.42749
27.42,85.49,119.80362
27.42,85.5,101.37911
27.42,85.51,99.444435
27.42,85.52,113.52898
27.42,85.53,115.43109
27.42,85.54,108.46083
27.42,85.55,103.00705
27.42,85.56,101.11369
27.42,85.57000000000001,104.384926
27.42,85.62,88.01555
27.42,85.63,93.535576
27.42,85.64,94.52971
27.42,85.65,85.11803
27.42,85.66,85.93821
27.42,85.67,96.69965
27.42,85.7,82.190544
27.42,85.71000000000001,81.52873
27.42,85.72,79.76467
27.42,85.73,70.083725
27.42,85.74,72.071846
27.42,85.75,65.33919
27.42,85.76,75.19285
27.42,85.77,74.185165
27.42,85.78,79.36681
27.42,85.79,77.0925
27.42,85.8,78.002106
27.42,85.81,61.581177
27.42,85.82000000000001,61.735893
27.42,85.83,64.25403
27.42,85.84,70.830215
27.42,85.85000000000001,72.80807
27.42,85.86,74.7122
27.42,85.87,71.88686
27.42,85.88,73.94132
27.42,85.89,72.50382
27.42,85.9,77.29287
27.42,85.91,69.63934
27.42,85.92,74.4381
27.42,85.93,78.850464
27.42,85.94,72.526634
27.42,85.95,70.125114
27.42,85.96000000000001,63.67286
27.42,85.97,62.27312
27.42,85.98,77.20615
27.42,85.99,80.707184
27.42,86.0,79.49285
27.42,86.01,84.8761
27.42,86.02,77.95536
27.42,86.03,76.99966
27.42,86.04,76.20687
27.42,86.05,78.18946
27.42,86.06,82.7705
27.42,86.07000000000001,83.08496
27.42,86.08,83.87064
27.42,86.09,91.03331
27.42,86.10000000000001,88.81181
27.42,86.11,91.697334
27.42,86.12,87.8567
27.42,86.13,84.81787
27.42,86.14,87.78556
27.42,86.15,93.134575
27.42,86.16,97.33735
27.42,86.17,89.457016
27.42,86.18,92.36937
27.42,86.19,89.21316
27.42,86.2,95.586266
27.42,86.21000000000001,92.88718
27.42,86.22,99.77449
27.42,86.23,97.91316
27.42,86.24,94.676346
27.42,86.25,95.43296
27.42,86.26,106.578896
27.42,86.27,93.9032
27.42,86.28,91.392006
27.42,86.29,88.06368
27.42,86.3,84.09567
27.42,86.31,83.05797
27.42,86.32000000000001,82.606026
27.42,86.33,75.57566
27.42,86.34,87.81443
27.42,86.35000000000001,95.30557
27.42,86.36,96.19748
27.42,86.37,86.847916
27.42,86.38,94.2914
27.42,86.39,95.81863
27.42,86.4,85.103676
27.42,86.41,78.54354
27.42,86.42,81.23322
27.42,86.43,88.50836
27.42,86.44,86.20846
27.42,86.45,81.26406
27.42,86.46000000000001,88.36025
27.42,86.47,86.010826
27.42,86.48,86.31669
27.42,86.5,81.69201
27.42,86.51,88.18934
27.42,86.52,75.74105
27.42,86.53,73.95439
27.42,86.54,79.93364
27.42,86.55,76.25025
27.42,86.56,79.457596
27.42,86.57000000000001,105.63453
27.42,86.58,87.44402
27.42,86.59,97.73902
27.42,86.60000000000001,128.67923
27.42,86.61,139.04973
27.42,86.62,134.50847
27.42,86.63,104.527985
27.42,86.64,113.32091
27.42,86.65,123.04571
27.42,86.66,139.02446
27.42,86.67,159.72011
27.42,86.68,147.6388
27.42,86.69,145.66367
27.42,86.7,155.06963
27.42,86.71000000000001,121.08492
27.42,86.72,110.99431
27.42,86.73,144.66997
27.42,86.74,147.74982
27.42,86.75,126.978325
27.42,86.76,113.6383
27.42,86.77,125.9133
27.42,86.81,121.87413
27.42,86.92,108.58301
27.42,86.93,114.6096
27.42,86.94,109.77239
27.42,86.95,137.7584
27.42,86.97,108.85402
27.42,86.98,116.313866
27.42,87.01,90.81312
27.42,87.02,95.18845
27.42,87.03,91.079346
27.42,87.04,92.43601
27.42,87.05,86.18028
27.42,87.06,83.24548
27.42,87.07000000000001,76.64645
27.42,87.08,84.565926
27.42,87.09,79.154724
27.42,87.10000000000001,75.17756
27.42,87.11,74.53337
27.42,87.12,80.697624
27.42,87.13,57.794235
27.42,87.14,48.7062
27.42,87.15,49.968445
27.42,87.16,58.144447
27.42,87.17,55.70722
27.42,87.18,45.150204
27.42,87.19,39.936634
27.42,87.2,37.36598
27.42,87.21000000000001,49.942284
27.42,87.22,54.00613
27.42,87.23,47.14922
27.42,87.24,47.54495
27.42,87.25,47.800198
27.42,87.26,47.331024
27.42,87.27,49.739292
27.42,87.28,45.94363
27.42,87.29,63.179043
27.42,87.3,62.11385
27.42,87.31,63.31992
27.42,87.32000000000001,57.817345
27.42,87.33,57.21765
27.42,87.34,60.77969
27.42,87.36,77.27777
27.42,87.37,67.43604
27.42,87.49,168.61758
27.42,87.5,162.37111
27.42,87.51,190.31606
27.42,87.52,191.70952
27.42,87.53,208.09492
27.42,87.57000000000001,172.95232
27.42,87.58,167.8931
27.42,87.59,148.30075
27.42,87.60000000000001,132.6823
27.42,87.61,124.1251
27.42,87.63,118.19838
27.42,87.64,113.12462
27.42,87.65,104.21848
27.42,87.66,94.91662
27.42,87.67,103.680275
27.42,87.68,102.009026
27.42,87.69,104.808975
27.42,87.7,138.59055
27.42,87.71000000000001,120.23125
27.42,87.83,94.04054
27.42,87.84,104.75694
27.42,87.85000000000001,101.23708
27.42,87.86,92.408035
27.42,87.87,101.037056
27.42,87.89,82.785286
27.43,83.2,43.622623
27.43,83.21000000000001,43.932755
27.43,83.22,46.729473
27.43,83.23,44.868584
27.43,83.24,45.194313
27.43,83.25,45.283485
27.43,83.26,45.76609
27.43,83.27,45.229664
27.43,83.28,43.840286
27.43,83.29,48.12139
27.43,83.3,45.57106
27.43,83.31,45.879574
27.43,83.32000000000001,48.211353
27.43,83.33,48.062687
27.43,83.34,49.174686
27.43,83.35000000000001,48.490295
27.43,83.36,50.502487
27.43,83.37,54.36905
27.43,83.38,59.79127
27.43,83.68,44.423695
27.43,83.69,37.576412
27.43,83.7,27.228481
27.43,83.71000000000001,24.791807
27.43,83.72,20.572126
27.43,83.73,19.355701
27.43,83.74,21.555145
27.43,83.75,17.840563
27.43,83.76,21.194555
27.43,83.77,18.937498
27.43,83.78,21.629906
27.43,83.79,27.392145
27.43,83.8,32.314243
27.43,83.81,34.53317
27.43,83.82000000000001,39.701004
27.43,83.83,42.76335
27.43,83.84,47.51116
27.43,83.85000000000001,50.231205
27.43,83.86,52.981915
27.43,83.88,65.47793
27.43,84.27,88.51711
27.43,84.28,89.65557
27.43,84.29,91.22072
27.43,84.3,92.66339
27.43,84.31,93.39182
27.43,84.32000000000001,92.338715
27.43,84.33,93.41588
27.43,84.34,92.7381
27.43,84.35000000000001,90.720215
27.43,84.36,90.0233
27.43,84.37,86.98138
27.43,84.38,83.6257
27.43,84.39,83.50078
27.43,84.4,87.524185
27.43,84.41,89.04236
27.43,84.42,90.420906
27.43,84.43,93.55947
27.43,84.44,92.44391
27.43,84.81,105.75656
27.43,84.88,103.66611
27.43,84.89,117.27649
27.43,84.9,121.12963
27.43,84.91,108.06683
27.43,84.92,122.542786
27.43,84.93,116.89655
27.43,84.94,130.64711
27.43,84.95,125.11555
27.43,84.96000000000001,122.48281
27.43,84.97,119.586174
27.43,84.98,125.1607
27.43,84.99,118.9071
27.43,85.0,121.39215
27.43,85.01,128.37086
27.43,85.02,117.043495
27.43,85.03,127.94636
27.43,85.04,121.6685
27.43,85.05,88.342575
27.43,85.06,87.44721
27.43,85.07000000000001,102.75491
27.43,85.08,107.25175
27.43,85.09,110.95218
27.43,85.10000000000001,123.007324
27.43,85.11,130.14813
27.43,85.12,129.26642
27.43,85.13,135.17928
27.43,85.14,138.87915
27.43,85.15,146.14066
27.43,85.16,143.50427
27.43,85.17,148.79837
27.43,85.18,146.0202
27.43,85.19,147.20412
27.43,85.2,144.00159
27.43,85.21000000000001,135.26091
27.43,85.22,132.49164
27.43,85.23,139.09229
27.43,85.24,131.64552
27.43,85.25,140.04868
27.43,85.26,160.49016
27.43,85.29,136.78912
27.43,85.31,114.77797
27.43,85.32000000000001,125.441246
27.43,85.33,116.73186
27.43,85.34,116.68285
27.43,85.35000000000001,113.25161
27.43,85.36,124.37932
27.43,85.37,122.90698
27.43,85.38,125.158226
27.43,85.39,122.65437
27.43,85.4,119.92592
27.43,85.41,110.010956
27.43,85.42,113.77389
27.43,85.43,122.025894
27.43,85.44,125.30311
27.43,85.45,117.13957
27.43,85.46000000000001,118.206184
27.43,85.47,114.668945
27.43,85.48,109.88331
27.43,85.49,119.19333
27.43,85.5,112.20901
27.43,85.51,106.85794
27.43,85.52,111.76721
27.43,85.53,115.73478
27.43,85.54,112.189186
27.43,85.55,111.84512
27.43,85.56,110.70183
27.43,85.57000000000001,119.181915
27.43,85.60000000000001,89.62784
27.43,85.61,95.9142
27.43,85.63,100.75765
27.43,85.64,96.15419
27.43,85.65,92.533485
27.43,85.66,90.304634
27.43,85.67,87.97654
27.43,85.68,83.045364
27.43,85.69,87.92306
27.43,85.7,95.15019
27.43,85.71000000000001,89.85846
27.43,85.72,81.29867
27.43,85.73,78.49357
27.43,85.74,66.866844
27.43,85.75,72.53275
27.43,85.76,75.30296
27.43,85.77,79.636635
27.43,85.78,69.64088
27.43,85.79,70.37826
27.43,85.8,69.52337
27.43,85.81,69.45246
27.43,85.82000000000001,68.41407
27.43,85.83,65.656555
27.43,85.84,70.00504
27.43,85.85000000000001,74.00656
27.43,85.86,74.13448
27.43,85.87,69.17557
27.43,85.88,73.767075
27.43,85.89,72.77396
27.43,85.9,68.67733
27.43,85.91,71.594734
27.43,85.92,73.040886
27.43,85.93,70.904465
27.43,85.94,78.26644
27.43,85.95,64.75752
27.43,85.96000000000001,64.43007
27.43,85.97,65.66595
27.43,85.98,75.15969
27.43,85.99,79.48631
27.43,86.0,86.420135
27.43,86.01,78.90578
27.43,86.02,79.77913
27.43,86.03,82.38757
27.43,86.04,89.4347
27.43,86.05,84.438034
27.43,86.06,84.12671
27.43,86.07000000000001,84.63782
27.43,86.08,90.80477
27.43,86.09,92.71113
27.43,86.10000000000001,82.71524
27.43,86.11,92.04844
27.43,86.12,100.3131
27.43,86.13,99.92007
27.43,86.14,98.69899
27.43,86.15,94.664825
27.43,86.16,86.788734
27.43,86.17,92.618164
27.43,86.18,96.861336
27.43,86.19,109.17032
27.43,86.2,98.96441
27.43,86.21000000000001,114.47157
27.43,86.22,105.407005
27.43,86.23,95.02295
27.43,86.24,97.526924
27.43,86.25,92.09566
27.43,86.26,101.18634
27.43,86.27,96.02319
27.43,86.28,86.722176
27.43,86.29,77.05748
27.43,86.3,83.72247
27.43,86.31,83.40369
27.43,86.32000000000001,87.60844
27.43,86.33,93.26162
27.43,86.34,90.14332
27.43,86.35000000000001,100.11178
27.43,86.36,85.70683
27.43,86.37,85.43922
27.43,86.38,100.67474
27.43,86.39,102.930595
27.43,86.4,91.03993
27.43,86.41,96.14664
27.43,86.42,77.02666
27.43,86.44,87.467896
27.43,86.45,73.88485
27.43,86.46000000000001,88.50186
27.43,86.47,78.96854
27.43,86.48,78.68886
27.43,86.49,74.41859
27.43,86.5,79.78784
27.43,86.51,87.852425
27.43,86.52,83.43457
27.43,86.53,71.12847
27.43,86.54,75.411964
27.43,86.55,90.446014
27.43,86.56,84.43483
27.43,86.57000000000001,91.8893
27.43,86.58,99.66856
27.43,86.59,118.19656
27.43,86.60000000000001,137.71663
27.43,86.61,113.16972
27.43,86.62,111.49297
27.43,86.63,103.10772
27.43,86.64,114.17062
27.43,86.65,125.64061
27.43,86.66,130.30006
27.43,86.67,140.74458
27.43,86.68,146.7608
27.43,86.69,140.84096
27.43,86.7,129.52512
27.43,86.72,175.04031
27.43,86.73,151.74011
27.43,86.74,141.9112
27.43,86.75,133.84302
27.43,86.76,120.6086
27.43,86.77,136.10185
27.43,86.78,134.19754
27.43,86.79,113.28713
27.43,86.8,118.38981
27.43,86.94,125.349236
27.43,86.95,141.01656
27.43,86.96000000000001,127.64111
27.43,87.03,80.147896
27.43,87.04,88.10575
27.43,87.05,79.59341
27.43,87.06,82.06129
27.43,87.07000000000001,73.98014
27.43,87.08,70.54745
27.43,87.09,72.05129
27.43,87.10000000000001,70.15816
27.43,87.11,65.333206
27.43,87.12,83.25711
27.43,87.13,70.80016
27.43,87.14,56.295437
27.43,87.15,45.92337
27.43,87.16,47.08965
27.43,87.17,53.76595
27.43,87.18,53.249996
27.43,87.19,44.36712
27.43,87.2,44.02483
27.43,87.21000000000001,47.514122
27.43,87.22,50.317207
27.43,87.23,57.73858
27.43,87.24,51.046455
27.43,87.25,49.721653
27.43,87.26,51.46668
27.43,87.27,46.071877
27.43,87.28,57.16739
27.43,87.29,51.8582
27.43,87.3,52.238804
27.43,87.31,59.99338
27.43,87.32000000000001,76.11305
27.43,87.33,68.74804
