latitude,longitude,p2o5
26.43,87.7,17.70067
26.43,87.71000000000001,18.484911
26.43,87.72,21.3644
26.43,87.73,26.44119
26.43,87.74,25.123255
26.43,87.75,24.061644
26.43,87.76,21.258133
26.43,87.77,25.75221
26.43,87.83,28.527613
26.43,87.84,23.36759
26.43,87.91,33.009823
26.43,87.92,35.43471
26.43,87.93,37.709736
26.43,87.94,37.71272
26.43,87.95,41.830738
26.43,87.96000000000001,43.775063
26.43,87.97,43.72545
26.43,87.98,47.004574
26.43,87.99,47.70127
26.43,88.0,48.50228
26.43,88.01,51.081078
26.43,88.02,52.252785
26.43,88.03,50.379494
26.43,88.04,53.548424
26.43,88.05,54.249226
26.43,88.06,56.153435
26.43,88.07000000000001,60.660595
26.43,88.08,56.965378
26.43,88.09,52.455395
26.44,86.69,51.69923
26.44,86.7,49.268867
26.44,86.71000000000001,58.09036
26.44,86.72,68.88785
26.44,86.73,62.100094
26.44,86.74,56.32503
26.44,86.75,22.89614
26.44,86.83,38.907696
26.44,87.09,36.050766
26.44,87.10000000000001,36.733795
26.44,87.11,37.213326
26.44,87.12,37.042793
26.44,87.13,40.745934
26.44,87.14,37.471546
26.44,87.15,37.043156
26.44,87.16,36.441044
26.44,87.17,35.321404
26.44,87.18,33.49077
26.44,87.19,34.16831
26.44,87.2,32.395866
26.44,87.21000000000001,30.735048
26.44,87.22,31.571165
26.44,87.23,31.118277
26.44,87.24,32.057594
26.44,87.25,28.842007
26.44,87.26,28.391104
26.44,87.27,26.940538
26.44,87.28,20.706648
26.44,87.29,22.105293
26.44,87.3,19.793207
26.44,87.31,19.264502
26.44,87.32000000000001,20.794699
26.44,87.33,20.877836
26.44,87.34,20.325186
26.44,87.35000000000001,21.54981
26.44,87.36,19.688953
26.44,87.37,17.917961
26.44,87.38,16.817352
26.44,87.39,15.708894
26.44,87.4,13.924119
26.44,87.41,18.266586
26.44,87.42,14.6798315
26.44,87.43,11.752226
26.44,87.44,16.879173
26.44,87.45,13.344199
26.44,87.46000000000001,15.860277
26.44,87.47,20.87518
26.44,87.48,25.984018
26.44,87.49,29.788082
26.44,87.5,44.4358
26.44,87.51,51.192703
26.44,87.52,45.171417
26.44,87.53,33.21951
26.44,87.54,28.720762
26.44,87.55,26.178122
26.44,87.56,28.266455
26.44,87.57000000000001,28.33996
26.44,87.58,29.13245
26.44,87.59,24.77342
26.44,87.60000000000001,21.256752
26.44,87.61,19.624573
26.44,87.62,20.811682
26.44,87.63,18.391544
26.44,87.64,17.829254
26.44,87.65,19.835976
26.44,87.66,20.229185
26.44,87.67,21.92609
26.44,87.68,18.38117
26.44,87.69,19.714222
26.44,87.7,22.394714
26.44,87.71000000000001,20.32983
26.44,87.72,22.595121
26.44,87.73,19.916426
26.44,87.74,22.234785
26.44,87.75,21.477577
26.44,87.76,19.328768
26.44,87.77,20.099909
26.44,87.83,21.047262
26.44,87.84,22.548576
26.44,87.85000000000001,22.676292
26.44,87.9,33.081844
26.44,87.91,33.940365
26.44,87.92,34.233322
26.44,87.93,35.09404
26.44,87.94,37.415928
26.44,87.95,42.18439
26.44,87.96000000000001,45.20727
26.44,87.97,47.42229
26.44,87.98,50.13614
26.44,87.99,49.226013
26.44,88.0,49.144665
26.44,88.01,48.26874
26.44,88.02,50.76215
26.44,88.03,49.857285
26.44,88.04,50.46023
26.44,88.05,50.712788
26.44,88.06,50.877914
26.44,88.07000000000001,55.27228
26.44,88.08,59.121857
26.44,88.09,53.73124
26.45,86.65,45.715748
26.45,86.66,42.823765
26.45,86.67,48.196804
26.45,86.68,48.054092
26.45,86.69,41.483162
26.45,86.7,43.076668
26.45,86.71000000000001,49.654644
26.45,86.72,64.6304
26.45,86.73,57.39908
26.45,86.74,39.97977
26.45,86.75,28.493614
26.45,86.76,23.715454
26.45,86.77,29.163055
26.45,86.78,30.9644
26.45,86.79,34.770267
26.45,86.8,37.096992
26.45,86.81,44.50153
26.45,86.86,44.17441
26.45,86.87,41.556034
26.45,87.09,36.4918
26.45,87.10000000000001,36.832176
26.45,87.11,36.59618
26.45,87.12,36.556183
26.45,87.13,38.859756
26.45,87.14,36.398563
26.45,87.15,37.019825
26.45,87.16,36.878784
26.45,87.17,35.32455
26.45,87.18,34.496006
26.45,87.19,33.35297
26.45,87.2,33.033916
26.45,87.21000000000001,31.20014
26.45,87.22,32.476227
26.45,87.23,32.08571
26.45,87.24,33.325775
26.45,87.25,30.51686
26.45,87.26,30.71015
26.45,87.29,26.270624
26.45,87.3,19.832216
26.45,87.31,19.025406
26.45,87.32000000000001,21.094233
26.45,87.33,21.43885
26.45,87.34,21.660088
26.45,87.35000000000001,20.581844
26.45,87.36,18.417393
26.45,87.37,16.243986
26.45,87.38,12.348624
26.45,87.39,12.549924
26.45,87.4,13.213622
26.45,87.41,12.216944
26.45,87.42,11.60337
26.45,87.43,12.94371
26.45,87.44,12.9565
26.45,87.45,12.290772
26.45,87.46000000000001,12.750633
26.45,87.47,20.209555
26.45,87.48,21.497364
26.45,87.49,26.161089
26.45,87.5,40.216488
26.45,87.51,37.11639
26.45,87.52,31.278622
26.45,87.53,24.911808
26.45,87.54,29.021467
26.45,87.55,28.353413
26.45,87.56,29.025972
26.45,87.57000000000001,29.864061
26.45,87.58,34.274353
26.45,87.59,21.880383
26.45,87.60000000000001,20.03428
26.45,87.61,23.644209
26.45,87.62,19.044628
26.45,87.63,21.660059
26.45,87.64,20.708178
26.45,87.65,20.097322
26.45,87.66,20.057753
26.45,87.67,18.085312
26.45,87.68,19.748285
26.45,87.69,20.269518
26.45,87.7,25.068996
26.45,87.71000000000001,21.747152
26.45,87.72,20.591114
26.45,87.73,19.181124
26.45,87.74,21.51147
26.45,87.75,19.528805
26.45,87.76,20.07311
26.45,87.77,20.09311
26.45,87.78,22.232153
26.45,87.81,24.796556
26.45,87.82000000000001,25.269703
26.45,87.83,22.38621
26.45,87.84,25.157822
26.45,87.85000000000001,24.500544
26.45,87.86,30.061176
26.45,87.9,33.18309
26.45,87.91,33.14395
26.45,87.92,37.372417
26.45,87.93,35.323124
26.45,87.94,43.90545
26.45,87.95,50.93326
26.45,87.96000000000001,53.850136
26.45,87.97,59.008617
26.45,87.98,57.374702
26.45,87.99,56.628193
26.45,88.0,52.31268
26.45,88.01,53.273323
26.45,88.02,52.216476
26.45,88.03,51.55073
26.45,88.04,51.364574
26.45,88.05,51.603863
26.45,88.06,51.854214
26.45,88.07000000000001,52.123337
26.45,88.08,50.911064
26.45,88.09,49.95586
26.46,86.62,50.08004
26.46,86.63,46.338715
26.46,86.64,45.639866
26.46,86.65,48.153187
26.46,86.66,45.969555
26.46,86.67,50.824722
26.46,86.68,41.992264
26.46,86.69,41.44689
26.46,86.7,43.585594
26.46,86.71000000000001,40.686466
26.46,86.72,43.068523
26.46,86.73,44.5175
26.46,86.74,33.540066
26.46,86.75,26.73973
26.46,86.76,28.975464
26.46,86.77,28.558046
26.46,86.78,27.068745
26.46,86.79,29.927223
26.46,86.8,34.058006
26.46,86.81,33.39968
26.46,86.86,44.02213
26.46,86.87,42.15836
26.46,86.88,41.918076
26.46,86.89,46.016014
26.46,87.09,36.8178
26.46,87.10000000000001,40.070904
26.46,87.11,37.688255
26.46,87.12,37.353973
26.46,87.13,39.41626
26.46,87.14,36.731228
26.46,87.15,36.753586
26.46,87.16,35.801147
26.46,87.17,34.539978
26.46,87.18,35.50297
26.46,87.19,33.39716
26.46,87.2,35.47474
26.46,87.21000000000001,35.63023
26.46,87.22,35.09224
26.46,87.23,35.768803
26.46,87.24,34.946945
26.46,87.25,33.878345
26.46,87.26,33.98474
26.46,87.29,24.052813
26.46,87.3,20.721117
26.46,87.31,21.46691
26.46,87.32000000000001,21.573416
26.46,87.33,19.719091
26.46,87.34,20.686577
26.46,87.35000000000001,17.361628
26.46,87.36,13.376841
26.46,87.37,12.7760515
26.46,87.38,11.26403
26.46,87.39,13.631817
26.46,87.4,13.4093485
26.46,87.41,11.603939
26.46,87.42,13.240819
26.46,87.43,15.8618965
26.46,87.44,16.003613
26.46,87.45,15.2875
26.46,87.46000000000001,15.545143
26.46,87.47,19.926172
26.46,87.48,23.642113
26.46,87.49,27.958344
26.46,87.5,36.354343
26.46,87.51,29.876558
26.46,87.52,23.03866
26.46,87.53,22.828083
26.46,87.54,24.233322
26.46,87.55,28.83501
26.46,87.56,30.46304
26.46,87.57000000000001,35.120296
26.46,87.58,31.93408
26.46,87.59,21.162886
26.46,87.60000000000001,19.164059
26.46,87.61,21.916155
26.46,87.62,19.111423
26.46,87.63,20.332651
26.46,87.64,19.858923
26.46,87.65,21.75652
26.46,87.66,19.403868
26.46,87.67,19.438732
26.46,87.68,18.832632
26.46,87.69,18.636492
26.46,87.7,22.632212
26.46,87.71000000000001,21.523924
26.46,87.72,19.032816
26.46,87.73,18.072844
26.46,87.74,21.546062
26.46,87.75,20.766308
26.46,87.76,21.0774
26.46,87.77,21.175673
26.46,87.78,21.581694
26.46,87.79,21.766916
26.46,87.8,23.248932
26.46,87.81,22.42265
26.46,87.82000000000001,21.990486
26.46,87.83,22.565271
26.46,87.84,24.465668
26.46,87.85000000000001,28.455355
26.46,87.86,31.238245
26.46,87.9,36.234474
26.46,87.91,35.18342
26.46,87.92,35.572197
26.46,87.93,36.53145
26.46,87.94,44.189957
26.46,87.95,54.33553
26.46,87.99,59.344032
26.46,88.0,60.980595
26.46,88.01,63.6199
26.46,88.02,58.502697
26.46,88.03,58.590446
26.46,88.04,57.196247
26.46,88.05,56.71055
26.46,88.06,48.271557
26.46,88.07000000000001,53.320644
26.46,88.08,44.64891
26.46,88.09,45.80057
26.46,88.10000000000001,58.273148
26.47,86.62,49.13973
26.47,86.63,47.069565
26.47,86.64,46.104378
26.47,86.65,50.198395
26.47,86.66,43.32658
26.47,86.67,40.848625
26.47,86.68,37.137234
26.47,86.69,37.940052
26.47,86.7,36.04687
26.47,86.71000000000001,34.895214
26.47,86.72,42.11452
26.47,86.73,39.285126
26.47,86.74,30.545635
26.47,86.75,31.852068
26.47,86.76,27.632545
26.47,86.77,27.601974
26.47,86.78,30.202557
26.47,86.79,30.72869
26.47,86.8,28.24087
26.47,86.81,35.386654
26.47,86.82000000000001,32.8925
26.47,86.83,36.536205
26.47,86.87,39.934612
26.47,86.88,46.187847
26.47,87.08,37.606342
26.47,87.09,35.59312
26.47,87.10000000000001,37.51786
26.47,87.11,37.009777
26.47,87.12,41.271275
26.47,87.13,38.158466
26.47,87.14,37.01716
26.47,87.15,35.709816
26.47,87.16,36.110683
26.47,87.17,35.267277
26.47,87.18,36.361908
26.47,87.19,36.25255
26.47,87.2,36.545914
26.47,87.21000000000001,38.163082
26.47,87.22,39.012474
26.47,87.23,38.20845
26.47,87.24,36.996655
26.47,87.25,36.991062
26.47,87.26,36.618587
26.47,87.27,39.52133
26.47,87.28,39.0831
26.47,87.29,31.377176
26.47,87.3,25.304983
26.47,87.31,22.355879
26.47,87.32000000000001,21.38342
26.47,87.33,19.776033
26.47,87.34,16.564713
26.47,87.35000000000001,14.8971
26.47,87.36,12.990804
26.47,87.37,12.397548
26.47,87.38,12.036289
26.47,87.39,12.673225
26.47,87.4,14.002814
26.47,87.41,13.960237
26.47,87.42,13.8073015
26.47,87.43,16.824236
26.47,87.44,15.725475
26.47,87.45,16.229828
26.47,87.46000000000001,16.863678
26.47,87.47,22.432955
26.47,87.48,20.974478
26.47,87.49,26.39092
26.47,87.5,33.790997
26.47,87.51,27.67955
26.47,87.52,23.20141
26.47,87.53,26.477692
26.47,87.54,23.435911
26.47,87.55,28.302458
26.47,87.56,33.714607
26.47,87.57000000000001,34.77695
26.47,87.58,35.50646
26.47,87.59,23.041903
26.47,87.60000000000001,19.95888
26.47,87.61,20.64861
26.47,87.62,21.91112
26.47,87.63,19.93384
26.47,87.64,22.366568
26.47,87.65,21.375341
26.47,87.66,19.487057
26.47,87.67,18.273373
26.47,87.68,21.022083
26.47,87.69,19.011097
26.47,87.7,20.981585
26.47,87.71000000000001,19.22461
26.47,87.72,18.983366
26.47,87.73,21.133047
26.47,87.74,20.90993
26.47,87.75,23.268667
26.47,87.76,22.294039
26.47,87.77,24.077143
26.47,87.78,23.000534
26.47,87.79,23.67586
26.47,87.8,25.86099
26.47,87.81,23.357428
26.47,87.82000000000001,22.940022
26.47,87.83,24.068008
26.47,87.84,25.91365
26.47,87.85000000000001,31.171263
26.47,87.86,31.820461
26.47,87.87,30.513918
26.47,87.88,29.427477
26.47,87.9,33.966694
26.47,87.91,34.999348
26.47,87.92,36.36926
26.47,87.93,35.9728
26.47,87.94,41.49899
26.47,87.95,51.692013
26.47,88.0,56.979572
26.47,88.01,65.16112
26.47,88.03,59.098915
26.47,88.04,60.070103
26.47,88.05,54.040947
26.47,88.06,48.1464
26.47,88.07000000000001,48.714977
26.47,88.08,45.946747
26.47,88.09,46.800198
26.47,88.10000000000001,45.285664
26.48,86.60000000000001,42.730648
26.48,86.61,46.460667
26.48,86.62,44.873276
26.48,86.63,42.505558
26.48,86.64,40.772552
26.48,86.65,42.068283
26.48,86.66,45.88795
26.48,86.67,41.428368
26.48,86.68,37.819088
26.48,86.69,34.862843
26.48,86.7,32.881664
26.48,86.71000000000001,31.411945
26.48,86.72,34.656513
26.48,86.73,33.010216
26.48,86.74,35.30778
26.48,86.75,29.909399
26.48,86.76,29.505112
26.48,86.77,32.081303
26.48,86.78,33.094448
26.48,86.79,28.6414
26.48,86.8,32.64123
26.48,86.81,31.607834
26.48,86.82000000000001,30.542717
26.48,86.83,37.25796
26.48,86.84,37.137493
26.48,87.08,34.957794
26.48,87.09,35.88875
26.48,87.10000000000001,36.982605
26.48,87.11,37.39587
26.48,87.12,39.365818
26.48,87.13,36.90368
26.48,87.14,36.48988
26.48,87.15,36.57874
26.48,87.16,37.698143
26.48,87.17,45.83921
26.48,87.18,39.04046
26.48,87.19,36.13295
26.48,87.2,37.049
26.48,87.21000000000001,38.08509
26.48,87.22,38.392185
26.48,87.23,38.276226
26.48,87.24,36.71487
26.48,87.25,37.034054
26.48,87.26,39.062218
26.48,87.27,38.490143
26.48,87.28,38.79383
26.48,87.29,36.339294
26.48,87.3,35.99052
26.48,87.31,34.96762
26.48,87.32000000000001,26.564713
26.48,87.33,20.768143
26.48,87.34,17.833387
26.48,87.35000000000001,15.875522
26.48,87.36,13.391872
26.48,87.37,14.3424835
26.48,87.38,10.749039
26.48,87.39,13.091323
26.48,87.4,13.212546
26.48,87.41,13.343755
26.48,87.42,16.07417
26.48,87.43,16.914124
26.48,87.44,16.585928
26.48,87.45,19.315865
26.48,87.46000000000001,19.746382
26.48,87.47,23.118874
26.48,87.48,23.61351
26.48,87.49,28.401619
26.48,87.5,32.00794
26.48,87.51,24.95916
26.48,87.52,23.764103
26.48,87.53,26.570623
26.48,87.54,29.55988
26.48,87.55,28.65451
26.48,87.56,40.623928
26.48,87.57000000000001,39.20002
26.48,87.58,32.519367
26.48,87.59,24.344969
26.48,87.60000000000001,23.752506
26.48,87.61,22.858921
26.48,87.62,24.104265
26.48,87.63,25.233223
26.48,87.64,22.327436
26.48,87.65,22.103127
26.48,87.66,20.239906
26.48,87.67,19.113764
26.48,87.68,21.110598
26.48,87.69,20.482983
26.48,87.7,21.077782
26.48,87.71000000000001,21.53606
26.48,87.72,22.225313
26.48,87.73,23.022963
26.48,87.74,23.02283
26.48,87.75,25.070211
26.48,87.76,25.967781
26.48,87.77,24.679527
26.48,87.78,22.803131
26.48,87.79,27.837112
26.48,87.8,25.710617
26.48,87.81,23.117071
26.48,87.82000000000001,25.051655
26.48,87.83,25.692118
26.48,87.84,27.527206
26.48,87.85000000000001,35.189457
26.48,87.86,31.300213
26.48,87.87,30.950434
26.48,87.88,30.849325
26.48,87.89,34.00021
26.48,87.9,34.807407
26.48,87.91,34.16877
26.48,87.92,35.86442
26.48,87.93,37.31148
26.48,87.94,41.68157
26.48,87.95,49.573025
26.48,88.03,62.1893
26.48,88.04,61.036266
26.48,88.05,56.64182
26.48,88.06,52.15903
26.48,88.07000000000001,54.777763
26.48,88.08,48.310978
26.48,88.09,48.555027
26.48,88.10000000000001,42.345333
26.490000000000002,86.57000000000001,46.661873
26.490000000000002,86.58,42.54044
26.490000000000002,86.59,48.282642
26.490000000000002,86.60000000000001,46.541477
26.490000000000002,86.61,47.875336
26.490000000000002,86.62,44.58077
26.490000000000002,86.63,45.078903
26.490000000000002,86.64,44.54699
26.490000000000002,86.65,48.63349
26.490000000000002,86.66,42.399376
26.490000000000002,86.67,40.302723
26.490000000000002,86.68,38.310238
26.490000000000002,86.69,38.97943
26.490000000000002,86.7,34.697693
26.490000000000002,86.71000000000001,34.317955
26.490000000000002,86.72,31.591427
26.490000000000002,86.73,31.752419
26.490000000000002,86.74,30.057621
26.490000000000002,86.75,26.597116
26.490000000000002,86.76,28.442924
26.490000000000002,86.77,32.04914
26.490000000000002,86.78,29.615232
26.490000000000002,86.79,28.734589
26.490000000000002,86.8,29.867775
26.490000000000002,86.81,31.063936
26.490000000000002,86.82000000000001,34.759396
26.490000000000002,86.83,32.01626
26.490000000000002,86.84,33.749256
26.490000000000002,86.85000000000001,37.371304
26.490000000000002,87.08,35.44322
26.490000000000002,87.09,36.00319
26.490000000000002,87.10000000000001,36.34354
26.490000000000002,87.11,37.530354
26.490000000000002,87.12,39.473087
26.490000000000002,87.13,38.799717
26.490000000000002,87.14,39.381077
26.490000000000002,87.15,39.04225
26.490000000000002,87.16,37.357002
26.490000000000002,87.17,37.06091
26.490000000000002,87.18,38.73691
26.490000000000002,87.19,36.92141
26.490000000000002,87.2,39.430897
26.490000000000002,87.21000000000001,40.433933
26.490000000000002,87.22,37.708843
26.490000000000002,87.23,37.365353
26.490000000000002,87.24,35.048008
26.490000000000002,87.25,35.12203
26.490000000000002,87.26,38.838234
26.490000000000002,87.27,37.847878
26.490000000000002,87.28,37.768806
26.490000000000002,87.29,40.35418
26.490000000000002,87.3,37.65414
26.490000000000002,87.31,38.862133
26.490000000000002,87.32000000000001,31.814205
26.490000000000002,87.33,26.953114
26.490000000000002,87.34,21.640007
26.490000000000002,87.35000000000001,17.684177
26.490000000000002,87.36,17.383514
26.490000000000002,87.37,14.475585
26.490000000000002,87.38,13.403284
26.490000000000002,87.39,11.546409
26.490000000000002,87.4,13.442398
26.490000000000002,87.41,14.401968
26.490000000000002,87.42,14.832669
26.490000000000002,87.43,16.358133
26.490000000000002,87.44,18.175617
26.490000000000002,87.45,18.9221
26.490000000000002,87.46000000000001,21.16437
26.490000000000002,87.47,24.144958
26.490000000000002,87.48,25.967415
26.490000000000002,87.49,27.607853
26.490000000000002,87.5,25.830591
26.490000000000002,87.51,27.071627
26.490000000000002,87.52,26.598549
26.490000000000002,87.53,21.494032
26.490000000000002,87.54,28.350632
